
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      1.06      1.89      0.55      0.00      2.22    885.61      1.00
                    E0     15.65     19.30      9.32      0.09     36.24     69.16      1.00
                    H0      2.38      1.92      1.93      0.00      4.89   1329.25      1.00
                    I0      6.89     11.27      2.99      0.00     16.95     53.35      1.00
                 beta0      2.08      1.18      1.91      0.58      3.56     13.18      1.03
  confirmed_dispersion      0.58      0.07      0.58      0.47      0.69   1832.70      1.00
      death_dispersion      0.47      0.04      0.47      0.40      0.53   2202.78      1.00
            death_prob      0.01      0.00      0.01      0.01      0.02     48.35      1.00
            death_rate      0.06      0.01      0.06      0.05      0.07    189.21      1.00
           det_prob[0]      0.21      0.06      0.21      0.11      0.30    520.85      1.00
           det_prob[1]      0.19      0.06      0.19      0.09      0.28    544.92      1.00
           det_prob[2]      0.18      0.06      0.17      0.08      0.27    455.85      1.00
           det_prob[3]      0.16      0.06      0.15      0.07      0.26    376.46      1.00
           det_prob[4]      0.15      0.06      0.14      0.07      0.24    380.44      1.00
           det_prob[5]      0.14      0.06      0.13      0.06      0.23    362.43      1.00
           det_prob[6]      0.14      0.06      0.13      0.06      0.23    332.60      1.00
           det_prob[7]      0.13      0.05      0.12      0.06      0.22    302.41      1.00
           det_prob[8]      0.13      0.05      0.12      0.06      0.21    288.84      1.00
           det_prob[9]      0.12      0.05      0.11      0.05      0.20    289.16      1.01
          det_prob[10]      0.11      0.05      0.10      0.04      0.19    316.58      1.01
          det_prob[11]      0.11      0.05      0.10      0.04      0.18    315.20      1.01
          det_prob[12]      0.10      0.04      0.09      0.04      0.16    316.57      1.01
          det_prob[13]      0.10      0.04      0.09      0.04      0.16    302.41      1.01
          det_prob[14]      0.10      0.04      0.09      0.04      0.16    243.42      1.01
          det_prob[15]      0.09      0.04      0.08      0.04      0.15    230.09      1.01
          det_prob[16]      0.09      0.04      0.08      0.04      0.15    218.13      1.01
          det_prob[17]      0.09      0.04      0.08      0.04      0.14    199.49      1.01
          det_prob[18]      0.09      0.04      0.08      0.03      0.13    230.09      1.01
          det_prob[19]      0.08      0.04      0.08      0.04      0.14    241.95      1.01
          det_prob[20]      0.08      0.04      0.08      0.03      0.14    203.15      1.01
          det_prob[21]      0.08      0.03      0.08      0.03      0.13    192.56      1.01
          det_prob[22]      0.08      0.03      0.08      0.03      0.13    209.60      1.01
          det_prob[23]      0.08      0.03      0.08      0.03      0.13    212.30      1.02
          det_prob[24]      0.09      0.03      0.08      0.04      0.14    189.74      1.02
          det_prob[25]      0.09      0.04      0.08      0.03      0.14    202.21      1.01
          det_prob[26]      0.09      0.04      0.08      0.04      0.14    200.82      1.01
          det_prob[27]      0.09      0.04      0.09      0.04      0.15    214.08      1.01
          det_prob[28]      0.10      0.04      0.09      0.03      0.14    197.85      1.01
          det_prob[29]      0.10      0.04      0.09      0.04      0.15    191.99      1.01
          det_prob[30]      0.10      0.04      0.10      0.05      0.16    171.49      1.01
          det_prob[31]      0.11      0.04      0.10      0.04      0.17    185.86      1.01
          det_prob[32]      0.11      0.04      0.10      0.05      0.17    193.42      1.01
          det_prob[33]      0.11      0.04      0.11      0.05      0.18    164.21      1.01
          det_prob[34]      0.11      0.04      0.11      0.05      0.18    147.87      1.01
          det_prob[35]      0.12      0.05      0.11      0.05      0.19    147.76      1.01
          det_prob[36]      0.12      0.05      0.12      0.05      0.20    121.76      1.00
          det_prob[37]      0.13      0.05      0.12      0.05      0.20    120.85      1.00
          det_prob[38]      0.13      0.05      0.12      0.06      0.22    114.44      1.00
          det_prob[39]      0.14      0.06      0.13      0.06      0.23    142.06      1.00
          det_prob[40]      0.15      0.06      0.14      0.06      0.24    152.46      1.00
          det_prob[41]      0.16      0.06      0.15      0.07      0.25    162.08      1.00
          det_prob[42]      0.16      0.06      0.15      0.07      0.27    140.02      1.00
          det_prob[43]      0.17      0.07      0.16      0.07      0.27    119.22      1.00
          det_prob[44]      0.18      0.07      0.17      0.08      0.30    113.82      1.00
          det_prob[45]      0.19      0.08      0.18      0.08      0.31    128.71      1.00
          det_prob[46]      0.20      0.08      0.19      0.09      0.33    112.52      1.00
          det_prob[47]      0.22      0.09      0.21      0.08      0.35    114.92      1.00
          det_prob[48]      0.23      0.09      0.22      0.10      0.38    108.54      1.00
          det_prob[49]      0.25      0.10      0.23      0.10      0.39    120.70      1.00
          det_prob[50]      0.26      0.10      0.25      0.10      0.40    119.55      1.00
          det_prob[51]      0.27      0.10      0.26      0.11      0.43    120.43      1.00
          det_prob[52]      0.28      0.11      0.27      0.12      0.45    112.25      1.00
          det_prob[53]      0.30      0.11      0.28      0.13      0.47    108.59      1.00
          det_prob[54]      0.32      0.11      0.30      0.13      0.49    108.01      1.00
          det_prob[55]      0.33      0.12      0.32      0.15      0.52    108.80      1.00
          det_prob[56]      0.35      0.12      0.34      0.15      0.53    109.75      1.00
          det_prob[57]      0.36      0.13      0.35      0.16      0.57    103.96      1.00
          det_prob[58]      0.37      0.13      0.36      0.15      0.58    100.45      1.00
          det_prob[59]      0.38      0.14      0.37      0.16      0.61    107.20      1.00
          det_prob[60]      0.40      0.14      0.38      0.16      0.62    102.04      1.00
          det_prob[61]      0.41      0.15      0.39      0.16      0.63     94.88      1.01
          det_prob[62]      0.42      0.15      0.41      0.19      0.67     89.66      1.01
          det_prob[63]      0.44      0.15      0.42      0.19      0.68     86.65      1.01
          det_prob[64]      0.45      0.15      0.44      0.20      0.70     88.21      1.00
          det_prob[65]      0.46      0.16      0.45      0.20      0.72     88.30      1.00
          det_prob[66]      0.48      0.16      0.46      0.23      0.74     88.11      1.01
          det_prob[67]      0.49      0.16      0.48      0.20      0.73     86.96      1.00
          det_prob[68]      0.51      0.16      0.50      0.26      0.78     90.51      1.00
          det_prob[69]      0.53      0.16      0.52      0.30      0.82     92.67      1.00
          det_prob[70]      0.54      0.16      0.53      0.30      0.82     88.61      1.00
          det_prob[71]      0.55      0.16      0.55      0.30      0.82     89.44      1.00
          det_prob[72]      0.57      0.16      0.55      0.30      0.82     84.92      1.00
          det_prob[73]      0.58      0.16      0.57      0.33      0.85     81.18      1.00
          det_prob[74]      0.59      0.16      0.59      0.34      0.87     77.92      1.00
          det_prob[75]      0.61      0.16      0.61      0.36      0.87     80.16      1.00
          det_prob[76]      0.62      0.16      0.62      0.38      0.89     79.48      1.00
          det_prob[77]      0.62      0.16      0.63      0.37      0.89     80.22      1.00
          det_prob[78]      0.63      0.16      0.63      0.38      0.89     80.59      1.00
          det_prob[79]      0.64      0.16      0.65      0.39      0.90     77.26      1.00
          det_prob[80]      0.65      0.16      0.66      0.40      0.91     77.47      1.00
          det_prob[81]      0.66      0.16      0.67      0.43      0.94     79.74      1.00
          det_prob[82]      0.67      0.16      0.69      0.43      0.94     79.74      1.00
          det_prob[83]      0.68      0.16      0.70      0.45      0.95     76.26      1.00
          det_prob[84]      0.69      0.16      0.71      0.45      0.94     75.44      1.00
          det_prob[85]      0.70      0.16      0.71      0.45      0.94     71.24      1.00
          det_prob[86]      0.70      0.16      0.72      0.46      0.95     69.62      1.00
          det_prob[87]      0.71      0.16      0.73      0.48      0.96     71.34      1.00
          det_prob[88]      0.71      0.16      0.73      0.49      0.97     71.24      1.00
          det_prob[89]      0.72      0.16      0.74      0.48      0.96     71.13      1.00
          det_prob[90]      0.72      0.16      0.75      0.48      0.96     71.36      1.00
          det_prob[91]      0.73      0.16      0.75      0.50      0.98     70.74      1.00
          det_prob[92]      0.73      0.16      0.76      0.50      0.98     69.87      1.00
          det_prob[93]      0.73      0.16      0.76      0.49      0.98     70.91      1.00
          det_prob[94]      0.73      0.17      0.76      0.50      0.99     70.14      1.00
          det_prob[95]      0.73      0.17      0.76      0.49      0.98     68.76      1.00
          det_prob[96]      0.74      0.17      0.77      0.50      0.99     66.75      1.00
          det_prob[97]      0.74      0.17      0.78      0.50      0.99     65.74      1.00
          det_prob[98]      0.74      0.17      0.78      0.51      0.99     61.98      1.00
          det_prob[99]      0.75      0.17      0.78      0.51      0.99     60.78      1.00
         det_prob[100]      0.75      0.17      0.78      0.50      0.99     59.41      1.00
         det_prob[101]      0.76      0.17      0.79      0.51      1.00     57.28      1.00
         det_prob[102]      0.76      0.16      0.79      0.51      0.98     54.36      1.00
         det_prob[103]      0.76      0.16      0.79      0.52      0.99     52.81      1.00
         det_prob[104]      0.77      0.16      0.80      0.53      0.99     50.51      1.00
         det_prob[105]      0.78      0.16      0.81      0.56      1.00     50.08      1.00
         det_prob[106]      0.78      0.16      0.81      0.56      1.00     51.50      1.00
         det_prob[107]      0.78      0.15      0.82      0.57      1.00     50.95      1.00
         det_prob[108]      0.79      0.15      0.82      0.57      0.99     49.24      1.00
         det_prob[109]      0.79      0.15      0.82      0.58      1.00     49.24      1.00
         det_prob[110]      0.80      0.15      0.83      0.60      1.00     49.68      1.00
         det_prob[111]      0.80      0.15      0.83      0.60      1.00     48.44      1.00
         det_prob[112]      0.81      0.14      0.84      0.60      0.99     47.35      1.00
         det_prob[113]      0.81      0.14      0.85      0.61      1.00     48.31      1.00
         det_prob[114]      0.82      0.14      0.85      0.61      1.00     47.38      1.00
         det_prob[115]      0.82      0.14      0.86      0.63      1.00     46.75      1.00
         det_prob[116]      0.83      0.14      0.86      0.63      1.00     46.72      1.00
         det_prob[117]      0.83      0.13      0.86      0.65      1.00     45.05      1.00
         det_prob[118]      0.83      0.13      0.87      0.65      1.00     43.85      1.00
         det_prob[119]      0.84      0.13      0.87      0.66      1.00     42.72      1.00
         det_prob[120]      0.84      0.12      0.87      0.67      1.00     42.25      1.00
         det_prob[121]      0.85      0.12      0.88      0.68      1.00     41.95      1.00
         det_prob[122]      0.85      0.12      0.88      0.69      1.00     41.89      1.00
         det_prob[123]      0.86      0.12      0.89      0.69      1.00     43.23      1.00
         det_prob[124]      0.86      0.12      0.89      0.71      1.00     41.60      1.00
         det_prob[125]      0.86      0.11      0.89      0.72      1.00     40.69      1.00
         det_prob[126]      0.87      0.11      0.89      0.72      1.00     40.30      1.00
         det_prob[127]      0.87      0.11      0.90      0.74      1.00     39.95      1.00
         det_prob[128]      0.87      0.11      0.91      0.74      1.00     38.68      1.00
         det_prob[129]      0.88      0.11      0.91      0.74      1.00     40.67      1.00
         det_prob[130]      0.88      0.10      0.91      0.74      1.00     38.43      1.00
         det_prob[131]      0.88      0.10      0.91      0.74      1.00     38.05      1.00
         det_prob[132]      0.88      0.10      0.91      0.75      1.00     38.85      1.00
         det_prob[133]      0.89      0.10      0.92      0.74      1.00     38.45      1.00
         det_prob[134]      0.89      0.10      0.92      0.75      1.00     41.12      1.00
         det_prob[135]      0.89      0.10      0.92      0.76      1.00     40.79      1.00
         det_prob[136]      0.89      0.10      0.92      0.76      1.00     39.58      1.00
         det_prob[137]      0.89      0.10      0.92      0.76      1.00     39.89      1.00
         det_prob[138]      0.89      0.10      0.92      0.76      1.00     38.61      1.00
         det_prob[139]      0.89      0.10      0.92      0.76      1.00     37.18      1.00
         det_prob[140]      0.89      0.10      0.93      0.76      1.00     36.15      1.00
         det_prob[141]      0.90      0.10      0.93      0.77      1.00     38.00      1.00
         det_prob[142]      0.90      0.10      0.93      0.77      1.00     37.52      1.00
         det_prob[143]      0.90      0.10      0.93      0.77      1.00     38.19      1.00
         det_prob[144]      0.90      0.10      0.93      0.76      1.00     37.96      1.00
         det_prob[145]      0.90      0.10      0.93      0.77      1.00     38.08      1.00
         det_prob[146]      0.90      0.10      0.93      0.77      1.00     38.96      1.00
         det_prob[147]      0.90      0.10      0.93      0.77      1.00     39.05      1.00
         det_prob[148]      0.90      0.10      0.93      0.76      1.00     37.68      1.00
         det_prob[149]      0.90      0.10      0.93      0.77      1.00     36.92      1.00
         det_prob[150]      0.90      0.11      0.94      0.76      1.00     37.42      1.00
         det_prob[151]      0.90      0.11      0.94      0.77      1.00     37.51      1.00
         det_prob[152]      0.90      0.11      0.94      0.76      1.00     37.18      1.00
         det_prob[153]      0.90      0.11      0.94      0.75      1.00     38.48      1.00
         det_prob[154]      0.90      0.11      0.93      0.76      1.00     37.86      1.00
         det_prob[155]      0.90      0.11      0.94      0.76      1.00     37.43      1.00
         det_prob[156]      0.90      0.11      0.94      0.75      1.00     36.62      1.00
         det_prob[157]      0.90      0.11      0.94      0.75      1.00     37.90      1.00
         det_prob[158]      0.90      0.11      0.94      0.75      1.00     36.16      1.00
         det_prob[159]      0.90      0.11      0.94      0.75      1.00     35.62      1.00
         det_prob[160]      0.90      0.11      0.94      0.75      1.00     36.26      1.00
         det_prob[161]      0.90      0.11      0.94      0.75      1.00     36.14      1.00
         det_prob[162]      0.90      0.11      0.94      0.75      1.00     36.16      1.00
         det_prob[163]      0.90      0.11      0.94      0.74      1.00     36.85      1.00
         det_prob[164]      0.90      0.12      0.94      0.74      1.00     37.87      1.00
         det_prob[165]      0.90      0.12      0.94      0.74      1.00     38.73      1.00
         det_prob[166]      0.90      0.12      0.94      0.75      1.00     37.38      1.00
         det_prob[167]      0.90      0.11      0.94      0.75      1.00     37.31      1.00
         det_prob[168]      0.90      0.12      0.94      0.74      1.00     36.63      1.00
         det_prob[169]      0.90      0.12      0.94      0.74      1.00     35.90      1.00
         det_prob[170]      0.90      0.11      0.95      0.75      1.00     36.38      1.00
         det_prob[171]      0.90      0.11      0.95      0.75      1.00     36.31      1.00
         det_prob[172]      0.90      0.11      0.95      0.75      1.00     36.12      1.00
         det_prob[173]      0.90      0.11      0.94      0.76      1.00     35.80      1.00
         det_prob[174]      0.90      0.11      0.94      0.76      1.00     36.14      1.00
         det_prob[175]      0.90      0.11      0.95      0.76      1.00     36.21      1.00
         det_prob[176]      0.90      0.11      0.95      0.76      1.00     35.88      1.00
         det_prob[177]      0.90      0.11      0.95      0.75      1.00     36.71      1.00
         det_prob[178]      0.90      0.11      0.95      0.76      1.00     36.78      1.00
         det_prob[179]      0.90      0.11      0.95      0.76      1.00     37.27      1.00
         det_prob[180]      0.91      0.11      0.95      0.76      1.00     37.53      1.00
         det_prob[181]      0.91      0.11      0.95      0.77      1.00     37.61      1.00
         det_prob[182]      0.91      0.11      0.95      0.77      1.00     38.08      1.00
         det_prob[183]      0.91      0.11      0.95      0.76      1.00     37.34      1.00
         det_prob[184]      0.91      0.11      0.95      0.76      1.00     37.96      1.00
         det_prob[185]      0.91      0.11      0.95      0.77      1.00     38.24      1.00
         det_prob[186]      0.91      0.11      0.95      0.77      1.00     37.27      1.00
         det_prob[187]      0.91      0.11      0.95      0.76      1.00     36.86      1.00
         det_prob[188]      0.91      0.10      0.95      0.76      1.00     37.06      1.00
         det_prob[189]      0.91      0.10      0.95      0.78      1.00     40.76      1.00
         det_prob[190]      0.91      0.11      0.95      0.78      1.00     41.89      1.00
         det_prob[191]      0.91      0.11      0.95      0.78      1.00     43.51      1.00
         det_prob[192]      0.91      0.11      0.95      0.77      1.00     44.57      1.00
         det_prob[193]      0.91      0.11      0.95      0.77      1.00     43.63      1.00
         det_prob[194]      0.91      0.11      0.95      0.77      1.00     43.93      1.00
         det_prob[195]      0.91      0.11      0.95      0.77      1.00     42.54      1.00
         det_prob[196]      0.91      0.11      0.95      0.77      1.00     43.61      1.00
         det_prob[197]      0.91      0.11      0.95      0.77      1.00     42.93      1.00
         det_prob[198]      0.91      0.11      0.95      0.76      1.00     43.80      1.00
         det_prob[199]      0.91      0.11      0.95      0.76      1.00     43.78      1.00
