
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      0.78      1.22      0.43      0.00      1.88    666.56      1.00
                    E0      6.50      7.69      4.20      0.01     14.86    102.99      1.00
                    H0      1.38      1.28      0.99      0.01      2.94    277.58      1.00
                    I0      3.69      5.30      1.87      0.00      9.94    113.32      1.01
                 beta0      1.41      0.71      1.43      0.42      2.34      6.19      1.03
  confirmed_dispersion      0.55      0.07      0.54      0.44      0.66    363.24      1.00
      death_dispersion      0.33      0.05      0.33      0.24      0.40    326.30      1.00
            death_prob      0.03      0.00      0.03      0.02      0.03     21.79      1.00
            death_rate      0.05      0.01      0.05      0.04      0.07     47.79      1.05
           det_prob[0]      0.23      0.06      0.22      0.13      0.33     32.71      1.04
           det_prob[1]      0.21      0.07      0.21      0.11      0.31     27.53      1.05
           det_prob[2]      0.20      0.07      0.19      0.09      0.30     25.14      1.05
           det_prob[3]      0.19      0.07      0.18      0.09      0.30     22.49      1.05
           det_prob[4]      0.18      0.07      0.17      0.07      0.28     19.97      1.05
           det_prob[5]      0.17      0.07      0.16      0.06      0.27     18.69      1.06
           det_prob[6]      0.16      0.07      0.15      0.06      0.26     18.61      1.07
           det_prob[7]      0.15      0.07      0.14      0.06      0.26     17.88      1.07
           det_prob[8]      0.15      0.06      0.14      0.06      0.24     16.94      1.07
           det_prob[9]      0.15      0.06      0.14      0.06      0.24     15.47      1.09
          det_prob[10]      0.14      0.06      0.13      0.05      0.23     14.29      1.10
          det_prob[11]      0.14      0.06      0.13      0.05      0.23     13.06      1.11
          det_prob[12]      0.14      0.06      0.13      0.06      0.23     11.47      1.13
          det_prob[13]      0.14      0.06      0.13      0.05      0.22     10.72      1.14
          det_prob[14]      0.14      0.05      0.13      0.06      0.22     10.30      1.15
          det_prob[15]      0.14      0.05      0.13      0.05      0.22     10.09      1.17
          det_prob[16]      0.14      0.05      0.13      0.06      0.22     10.81      1.18
          det_prob[17]      0.14      0.05      0.13      0.06      0.22     10.26      1.19
          det_prob[18]      0.14      0.06      0.13      0.06      0.22     10.23      1.21
          det_prob[19]      0.14      0.06      0.13      0.06      0.23      9.78      1.22
          det_prob[20]      0.15      0.06      0.14      0.06      0.24      9.49      1.23
          det_prob[21]      0.15      0.06      0.14      0.06      0.24      9.95      1.22
          det_prob[22]      0.15      0.06      0.14      0.06      0.25      9.59      1.23
          det_prob[23]      0.16      0.06      0.15      0.07      0.26     10.66      1.21
          det_prob[24]      0.16      0.07      0.15      0.07      0.27     10.63      1.21
          det_prob[25]      0.17      0.07      0.16      0.07      0.28     11.37      1.20
          det_prob[26]      0.18      0.07      0.16      0.07      0.29     11.96      1.19
          det_prob[27]      0.18      0.07      0.17      0.09      0.30     11.69      1.19
          det_prob[28]      0.19      0.07      0.17      0.09      0.30     13.40      1.16
          det_prob[29]      0.19      0.07      0.18      0.10      0.31     14.35      1.14
          det_prob[30]      0.20      0.07      0.19      0.10      0.33     15.07      1.13
          det_prob[31]      0.21      0.07      0.19      0.10      0.33     15.79      1.10
          det_prob[32]      0.21      0.07      0.20      0.10      0.34     18.33      1.08
          det_prob[33]      0.22      0.08      0.21      0.10      0.34     20.74      1.07
          det_prob[34]      0.23      0.08      0.22      0.10      0.34     21.48      1.04
          det_prob[35]      0.23      0.08      0.22      0.12      0.36     23.96      1.03
          det_prob[36]      0.24      0.08      0.23      0.12      0.36     25.40      1.02
          det_prob[37]      0.24      0.08      0.23      0.10      0.35     23.12      1.01
          det_prob[38]      0.23      0.08      0.23      0.12      0.35     24.32      1.00
          det_prob[39]      0.22      0.08      0.21      0.09      0.32     23.57      1.00
          det_prob[40]      0.21      0.08      0.19      0.09      0.33     22.41      1.00
          det_prob[41]      0.19      0.07      0.18      0.08      0.30     20.48      1.00
