
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      1.70      5.83      0.59      0.00      3.37    784.91      1.00
                    E0     36.22     51.77     16.68      0.02     87.98    284.97      1.00
                    H0      3.68      2.31      3.47      0.04      6.77     59.94      1.01
                    I0     40.42     81.80     13.95      0.01     98.57    112.73      1.00
                 beta0      0.68      0.47      0.57      0.11      1.32     22.46      1.00
  confirmed_dispersion      1.11      0.10      1.11      0.94      1.25   1535.12      1.00
      death_dispersion      0.59      0.12      0.59      0.42      0.80   1298.77      1.00
            death_prob      0.00      0.00      0.00      0.00      0.01     19.48      1.01
            death_rate      0.05      0.01      0.04      0.03      0.06    180.73      1.00
           det_prob[0]      0.27      0.07      0.26      0.15      0.39    386.32      1.00
           det_prob[1]      0.26      0.08      0.25      0.13      0.40    319.95      1.00
           det_prob[2]      0.26      0.09      0.24      0.13      0.40    300.20      1.00
           det_prob[3]      0.26      0.09      0.24      0.10      0.40    278.56      1.01
           det_prob[4]      0.25      0.10      0.24      0.09      0.40    233.09      1.01
           det_prob[5]      0.25      0.11      0.23      0.09      0.42    239.41      1.01
           det_prob[6]      0.26      0.11      0.24      0.08      0.43    223.43      1.00
           det_prob[7]      0.26      0.12      0.24      0.09      0.44    207.37      1.01
           det_prob[8]      0.26      0.12      0.24      0.08      0.45    187.36      1.01
           det_prob[9]      0.27      0.12      0.25      0.07      0.46    176.96      1.01
          det_prob[10]      0.28      0.13      0.26      0.08      0.47    162.96      1.01
          det_prob[11]      0.28      0.13      0.27      0.06      0.47    162.45      1.01
          det_prob[12]      0.29      0.13      0.27      0.09      0.51    174.96      1.00
          det_prob[13]      0.30      0.14      0.29      0.09      0.53    169.07      1.01
          det_prob[14]      0.32      0.14      0.30      0.09      0.53    150.11      1.01
          det_prob[15]      0.33      0.15      0.31      0.11      0.57    142.79      1.01
          det_prob[16]      0.34      0.15      0.32      0.10      0.56    136.51      1.01
          det_prob[17]      0.35      0.16      0.33      0.09      0.57    130.18      1.01
          det_prob[18]      0.36      0.16      0.34      0.08      0.58    125.78      1.01
          det_prob[19]      0.36      0.16      0.34      0.10      0.60    118.51      1.01
          det_prob[20]      0.37      0.16      0.35      0.10      0.61    115.58      1.01
          det_prob[21]      0.38      0.17      0.36      0.10      0.63    110.20      1.01
          det_prob[22]      0.39      0.17      0.37      0.11      0.64     96.51      1.00
          det_prob[23]      0.40      0.17      0.38      0.12      0.65    100.26      1.00
          det_prob[24]      0.41      0.17      0.38      0.13      0.67     97.94      1.00
          det_prob[25]      0.41      0.17      0.40      0.14      0.69     94.32      1.00
          det_prob[26]      0.42      0.17      0.41      0.13      0.68     94.30      1.00
          det_prob[27]      0.43      0.18      0.42      0.14      0.71     94.66      1.00
          det_prob[28]      0.44      0.18      0.43      0.15      0.72     91.24      1.00
          det_prob[29]      0.45      0.18      0.44      0.14      0.73     85.28      1.00
          det_prob[30]      0.45      0.18      0.45      0.16      0.76     81.44      1.00
          det_prob[31]      0.46      0.19      0.46      0.15      0.75     78.42      1.00
          det_prob[32]      0.45      0.19      0.44      0.13      0.74     75.40      1.00
          det_prob[33]      0.45      0.19      0.45      0.14      0.77     71.45      1.00
          det_prob[34]      0.45      0.19      0.44      0.16      0.79     69.85      1.00
          det_prob[35]      0.45      0.20      0.45      0.15      0.79     70.50      1.00
          det_prob[36]      0.45      0.20      0.45      0.13      0.78     69.21      1.00
