
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0     14.06      4.84     13.28      6.84     21.20    490.08      1.00
                    E0   1544.61    934.76   1427.40    187.00   2887.95    149.87      1.01
                    H0     44.32     17.87     43.09     14.93     70.95     76.79      1.03
                    I0    682.58    346.86    597.94    201.01   1143.92    135.23      1.01
                 beta0      2.25      0.75      2.30      1.14      3.37      6.01      1.00
  confirmed_dispersion      0.10      0.00      0.10      0.10      0.11    597.37      1.00
      death_dispersion      0.11      0.01      0.11      0.10      0.12    497.72      1.00
            death_prob      0.02      0.00      0.02      0.02      0.02     58.81      1.01
            death_rate      0.05      0.01      0.05      0.04      0.06      6.35      1.28
           det_prob[0]      0.18      0.04      0.18      0.11      0.25     91.17      1.02
           det_prob[1]      0.16      0.04      0.16      0.09      0.22     72.50      1.03
           det_prob[2]      0.15      0.04      0.14      0.09      0.21     56.08      1.03
           det_prob[3]      0.13      0.04      0.12      0.07      0.18     38.16      1.03
           det_prob[4]      0.11      0.03      0.11      0.06      0.16     29.28      1.04
           det_prob[5]      0.11      0.03      0.10      0.06      0.15     23.92      1.05
           det_prob[6]      0.10      0.03      0.10      0.06      0.15     22.59      1.06
           det_prob[7]      0.10      0.03      0.09      0.05      0.14     20.15      1.06
           det_prob[8]      0.09      0.03      0.09      0.05      0.13     18.04      1.06
           det_prob[9]      0.09      0.02      0.08      0.05      0.12     16.72      1.08
          det_prob[10]      0.08      0.02      0.08      0.04      0.11     15.96      1.08
          det_prob[11]      0.08      0.02      0.08      0.05      0.12     14.40      1.08
          det_prob[12]      0.09      0.02      0.08      0.05      0.12     14.43      1.08
          det_prob[13]      0.09      0.02      0.09      0.06      0.13     14.74      1.10
          det_prob[14]      0.10      0.02      0.09      0.06      0.13     14.39      1.12
          det_prob[15]      0.10      0.02      0.10      0.07      0.14     18.73      1.10
          det_prob[16]      0.10      0.02      0.10      0.06      0.14     22.07      1.10
          det_prob[17]      0.10      0.02      0.10      0.06      0.14     21.60      1.10
          det_prob[18]      0.10      0.02      0.10      0.06      0.14     15.95      1.13
          det_prob[19]      0.10      0.02      0.10      0.06      0.14     12.67      1.16
          det_prob[20]      0.10      0.02      0.10      0.06      0.14     11.80      1.17
          det_prob[21]      0.10      0.03      0.10      0.06      0.14     12.22      1.16
          det_prob[22]      0.10      0.03      0.10      0.06      0.14     12.76      1.17
          det_prob[23]      0.10      0.03      0.10      0.06      0.14     11.95      1.18
          det_prob[24]      0.10      0.03      0.10      0.06      0.15     14.79      1.16
          det_prob[25]      0.10      0.03      0.10      0.06      0.15     14.49      1.16
          det_prob[26]      0.11      0.03      0.11      0.06      0.16     14.12      1.17
          det_prob[27]      0.12      0.03      0.11      0.07      0.16     15.18      1.17
          det_prob[28]      0.12      0.03      0.12      0.07      0.17     14.79      1.16
          det_prob[29]      0.13      0.03      0.12      0.08      0.18     16.21      1.14
          det_prob[30]      0.13      0.03      0.13      0.08      0.18     17.82      1.11
          det_prob[31]      0.14      0.03      0.14      0.09      0.20     21.58      1.09
          det_prob[32]      0.15      0.04      0.14      0.09      0.21     23.86      1.09
          det_prob[33]      0.16      0.04      0.16      0.10      0.23     24.50      1.08
          det_prob[34]      0.17      0.04      0.16      0.11      0.23     29.73      1.08
          det_prob[35]      0.18      0.04      0.18      0.12      0.25     42.59      1.06
          det_prob[36]      0.19      0.04      0.19      0.12      0.26     54.06      1.04
          det_prob[37]      0.20      0.04      0.20      0.13      0.27     54.72      1.03
          det_prob[38]      0.21      0.05      0.21      0.13      0.29     50.62      1.02
          det_prob[39]      0.22      0.05      0.22      0.13      0.31     48.36      1.01
          det_prob[40]      0.24      0.06      0.23      0.15      0.32     53.97      1.00
          det_prob[41]      0.26      0.06      0.25      0.17      0.35     49.34      1.00
          det_prob[42]      0.27      0.06      0.27      0.18      0.37     45.84      1.00
          det_prob[43]      0.29      0.06      0.28      0.18      0.38     43.41      1.02
          det_prob[44]      0.30      0.07      0.29      0.19      0.41     35.43      1.04
          det_prob[45]      0.31      0.07      0.31      0.20      0.42     35.27      1.05
          det_prob[46]      0.33      0.07      0.32      0.22      0.44     32.94      1.06
          det_prob[47]      0.34      0.08      0.33      0.23      0.47     32.67      1.07
          det_prob[48]      0.36      0.08      0.35      0.25      0.49     30.46      1.08
          det_prob[49]      0.38      0.08      0.38      0.28      0.52     27.17      1.09
          det_prob[50]      0.40      0.09      0.39      0.27      0.53     26.70      1.10
