
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      0.73      1.02      0.41      0.00      1.70    794.55      1.00
                    E0      4.12      5.26      2.47      0.01      9.56    114.15      1.01
                    H0      0.92      0.88      0.67      0.01      1.99    336.68      1.00
                    I0      2.52      3.94      1.23      0.00      6.61    110.11      1.02
                 beta0      1.32      0.65      1.34      0.35      2.13      6.91      1.03
  confirmed_dispersion      0.31      0.05      0.31      0.24      0.40    415.36      1.00
      death_dispersion      0.27      0.06      0.27      0.18      0.37    383.64      1.00
            death_prob      0.01      0.00      0.01      0.00      0.01     13.68      1.00
            death_rate      0.05      0.01      0.05      0.04      0.07     27.65      1.05
           det_prob[0]      0.24      0.06      0.24      0.14      0.35     46.90      1.03
           det_prob[1]      0.23      0.07      0.23      0.12      0.33     37.64      1.05
           det_prob[2]      0.22      0.07      0.22      0.11      0.34     35.49      1.04
           det_prob[3]      0.21      0.08      0.21      0.09      0.32     32.52      1.04
           det_prob[4]      0.20      0.08      0.20      0.09      0.32     26.45      1.05
           det_prob[5]      0.20      0.08      0.19      0.07      0.31     23.33      1.05
           det_prob[6]      0.19      0.08      0.18      0.07      0.31     23.10      1.06
           det_prob[7]      0.18      0.08      0.17      0.07      0.30     21.24      1.07
           det_prob[8]      0.18      0.07      0.17      0.07      0.30     18.76      1.07
           det_prob[9]      0.17      0.07      0.16      0.06      0.29     15.57      1.08
          det_prob[10]      0.17      0.07      0.16      0.07      0.29     14.58      1.09
          det_prob[11]      0.17      0.07      0.16      0.06      0.27     12.87      1.10
          det_prob[12]      0.17      0.07      0.16      0.05      0.27     12.69      1.11
          det_prob[13]      0.17      0.07      0.16      0.06      0.28     12.21      1.12
          det_prob[14]      0.18      0.07      0.17      0.07      0.29     12.06      1.13
          det_prob[15]      0.18      0.07      0.17      0.07      0.29     11.90      1.13
          det_prob[16]      0.18      0.07      0.17      0.07      0.29     11.31      1.15
          det_prob[17]      0.18      0.07      0.17      0.06      0.28     11.65      1.15
          det_prob[18]      0.18      0.07      0.17      0.06      0.29     12.42      1.15
          det_prob[19]      0.18      0.08      0.17      0.07      0.30     11.92      1.16
          det_prob[20]      0.18      0.08      0.17      0.07      0.30     11.95      1.15
          det_prob[21]      0.18      0.08      0.17      0.07      0.31     13.11      1.15
          det_prob[22]      0.18      0.08      0.16      0.06      0.30     14.45      1.13
          det_prob[23]      0.17      0.08      0.16      0.06      0.30     14.26      1.14
          det_prob[24]      0.17      0.08      0.15      0.05      0.28     15.16      1.13
          det_prob[25]      0.16      0.08      0.14      0.06      0.29     16.16      1.12
          det_prob[26]      0.16      0.07      0.14      0.05      0.27     18.33      1.11
          det_prob[27]      0.15      0.07      0.13      0.05      0.25     18.40      1.11
          det_prob[28]      0.14      0.07      0.13      0.05      0.24     19.14      1.10
