
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      0.71      0.90      0.42      0.00      1.66    794.06      1.00
                    E0     14.19     13.18     10.66      0.07     30.04     95.45      1.00
                    H0      0.83      0.80      0.62      0.01      1.78    320.33      1.00
                    I0      5.53      6.54      3.30      0.01     14.04    119.96      1.00
                 beta0      1.69      0.78      1.70      0.61      2.78      5.98      1.01
  confirmed_dispersion      0.19      0.03      0.18      0.14      0.23    405.12      1.00
      death_dispersion      0.26      0.03      0.26      0.21      0.31    420.09      1.00
            death_prob      0.01      0.00      0.01      0.01      0.01      7.41      1.33
            death_rate      0.08      0.01      0.08      0.06      0.10     23.59      1.02
           det_prob[0]      0.25      0.06      0.24      0.15      0.35     44.05      1.00
           det_prob[1]      0.24      0.07      0.23      0.13      0.35     36.66      1.01
           det_prob[2]      0.23      0.07      0.23      0.11      0.34     32.25      1.00
           det_prob[3]      0.23      0.08      0.22      0.12      0.35     28.92      1.00
           det_prob[4]      0.23      0.08      0.22      0.11      0.36     24.06      1.00
           det_prob[5]      0.22      0.08      0.22      0.10      0.34     21.27      1.00
           det_prob[6]      0.21      0.08      0.20      0.09      0.33     20.60      1.00
           det_prob[7]      0.20      0.08      0.19      0.09      0.32     19.92      1.00
           det_prob[8]      0.19      0.07      0.17      0.08      0.30     18.36      1.00
           det_prob[9]      0.17      0.07      0.16      0.07      0.27     16.78      1.00
          det_prob[10]      0.17      0.06      0.16      0.07      0.26     16.16      1.00
          det_prob[11]      0.17      0.06      0.16      0.07      0.26     15.04      1.00
          det_prob[12]      0.16      0.06      0.16      0.07      0.25     13.90      1.00
          det_prob[13]      0.16      0.06      0.16      0.08      0.25     14.31      1.00
          det_prob[14]      0.16      0.05      0.16      0.07      0.24     14.11      1.01
          det_prob[15]      0.16      0.05      0.15      0.08      0.24     15.23      1.00
          det_prob[16]      0.16      0.05      0.16      0.08      0.24     15.97      1.00
          det_prob[17]      0.16      0.05      0.15      0.08      0.23     16.45      1.00
          det_prob[18]      0.15      0.05      0.15      0.08      0.23     15.67      1.01
          det_prob[19]      0.15      0.05      0.15      0.07      0.22     15.58      1.01
          det_prob[20]      0.15      0.05      0.14      0.07      0.22     16.67      1.01
          det_prob[21]      0.15      0.05      0.15      0.08      0.22     17.90      1.01
          det_prob[22]      0.15      0.05      0.15      0.08      0.23     20.03      1.01
          det_prob[23]      0.15      0.05      0.15      0.08      0.23     24.05      1.01
          det_prob[24]      0.15      0.05      0.15      0.08      0.23     28.62      1.01
          det_prob[25]      0.16      0.05      0.15      0.08      0.23     34.55      1.01
          det_prob[26]      0.15      0.05      0.15      0.08      0.23     41.77      1.00
          det_prob[27]      0.15      0.05      0.14      0.08      0.23     44.32      1.01
          det_prob[28]      0.15      0.05      0.14      0.08      0.22     47.46      1.00
          det_prob[29]      0.15      0.05      0.15      0.08      0.22     46.84      1.00
          det_prob[30]      0.15      0.05      0.15      0.09      0.23     42.95      1.00
          det_prob[31]      0.16      0.05      0.15      0.08      0.23     40.64      1.00
          det_prob[32]      0.16      0.05      0.15      0.08      0.24     40.22      1.00
          det_prob[33]      0.16      0.05      0.16      0.08      0.23     36.65      1.00
          det_prob[34]      0.17      0.05      0.16      0.08      0.23     35.45      1.00
          det_prob[35]      0.17      0.05      0.17      0.09      0.25     36.63      1.00
          det_prob[36]      0.18      0.05      0.17      0.09      0.26     35.17      1.01
          det_prob[37]      0.18      0.05      0.18      0.10      0.27     31.87      1.01
          det_prob[38]      0.19      0.06      0.18      0.10      0.28     29.83      1.01
          det_prob[39]      0.19      0.06      0.19      0.10      0.29     27.22      1.01
          det_prob[40]      0.20      0.06      0.19      0.11      0.29     27.89      1.02
          det_prob[41]      0.21      0.06      0.19      0.11      0.31     24.14      1.03
          det_prob[42]      0.22      0.07      0.21      0.12      0.32     20.78      1.05
          det_prob[43]      0.23      0.07      0.22      0.13      0.34     20.58      1.06
          det_prob[44]      0.25      0.07      0.23      0.14      0.35     19.70      1.08
          det_prob[45]      0.26      0.07      0.25      0.15      0.37     20.02      1.08
          det_prob[46]      0.27      0.07      0.26      0.15      0.38     19.41      1.08
          det_prob[47]      0.27      0.08      0.26      0.17      0.40     20.90      1.07
          det_prob[48]      0.27      0.08      0.26      0.16      0.40     20.86      1.06
          det_prob[49]      0.28      0.08      0.27      0.18      0.41     21.86      1.06
          det_prob[50]      0.30      0.08      0.29      0.18      0.42     23.24      1.06
          det_prob[51]      0.31      0.09      0.29      0.19      0.44     24.87      1.04
          det_prob[52]      0.31      0.09      0.30      0.17      0.43     24.69      1.05
          det_prob[53]      0.31      0.09      0.30      0.18      0.45     23.79      1.06
          det_prob[54]      0.31      0.09      0.30      0.18      0.45     20.46      1.09
          det_prob[55]      0.31      0.08      0.30      0.18      0.45     19.16      1.10
          det_prob[56]      0.32      0.08      0.30      0.19      0.44     18.46      1.12
          det_prob[57]      0.32      0.08      0.31      0.20      0.46     17.91      1.12
          det_prob[58]      0.32      0.08      0.31      0.19      0.44     17.00      1.14
          det_prob[59]      0.32      0.08      0.31      0.19      0.43     16.72      1.15
          det_prob[60]      0.31      0.08      0.30      0.19      0.44     15.54      1.16
          det_prob[61]      0.30      0.08      0.29      0.17      0.43     17.35      1.16
          det_prob[62]      0.30      0.08      0.29      0.17      0.43     19.51      1.15
          det_prob[63]      0.30      0.08      0.29      0.16      0.42     19.77      1.14
          det_prob[64]      0.29      0.08      0.29      0.16      0.41     20.81      1.15
          det_prob[65]      0.29      0.08      0.28      0.16      0.42     26.18      1.12
          det_prob[66]      0.29      0.08      0.29      0.15      0.42     41.02      1.11
          det_prob[67]      0.30      0.08      0.30      0.15      0.42     42.24      1.11
          det_prob[68]      0.31      0.08      0.30      0.18      0.45     42.35      1.11
          det_prob[69]      0.31      0.09      0.31      0.16      0.45     34.80      1.12
          det_prob[70]      0.32      0.09      0.31      0.17      0.45     22.88      1.14
          det_prob[71]      0.32      0.09      0.32      0.17      0.45     20.04      1.14
          det_prob[72]      0.33      0.09      0.33      0.18      0.47     17.29      1.15
          det_prob[73]      0.34      0.10      0.34      0.17      0.48     15.15      1.14
          det_prob[74]      0.36      0.10      0.35      0.18      0.51     14.47      1.14
          det_prob[75]      0.38      0.10      0.37      0.22      0.54     12.57      1.15
          det_prob[76]      0.39      0.11      0.39      0.24      0.59     13.41      1.14
          det_prob[77]      0.42      0.11      0.41      0.25      0.59     14.59      1.13
          det_prob[78]      0.43      0.11      0.43      0.24      0.60     16.95      1.12
          det_prob[79]      0.45      0.11      0.45      0.25      0.62     17.60      1.12
          det_prob[80]      0.47      0.12      0.47      0.28      0.66     16.67      1.10
          det_prob[81]      0.49      0.12      0.49      0.27      0.65     16.52      1.10
          det_prob[82]      0.51      0.12      0.52      0.31      0.70     16.13      1.10
          det_prob[83]      0.54      0.12      0.55      0.34      0.72     17.18      1.08
          det_prob[84]      0.56      0.12      0.57      0.36      0.74     17.47      1.06
          det_prob[85]      0.58      0.12      0.58      0.38      0.75     19.30      1.06
          det_prob[86]      0.60      0.12      0.61      0.42      0.79     21.88      1.05
          det_prob[87]      0.62      0.12      0.62      0.44      0.80     23.36      1.05
          det_prob[88]      0.63      0.11      0.64      0.47      0.82     30.08      1.04
          det_prob[89]      0.66      0.11      0.67      0.49      0.83     36.06      1.03
          det_prob[90]      0.69      0.10      0.69      0.54      0.85     49.71      1.03
          det_prob[91]      0.70      0.10      0.72      0.55      0.85     56.23      1.02
          det_prob[92]      0.72      0.09      0.73      0.58      0.87     59.22      1.01
          det_prob[93]      0.74      0.09      0.75      0.59      0.87     61.26      1.01
          det_prob[94]      0.75      0.09      0.76      0.61      0.89     64.78      1.01
          det_prob[95]      0.76      0.09      0.77      0.63      0.90     66.13      1.00
          det_prob[96]      0.77      0.08      0.78      0.65      0.91     62.54      1.00
          det_prob[97]      0.79      0.08      0.80      0.65      0.90     61.01      1.00
          det_prob[98]      0.80      0.08      0.81      0.68      0.91     60.88      1.00
          det_prob[99]      0.81      0.08      0.82      0.69      0.92     58.24      1.00
         det_prob[100]      0.81      0.08      0.82      0.70      0.93     57.71      1.00
         det_prob[101]      0.82      0.08      0.83      0.70      0.94     56.06      1.00
         det_prob[102]      0.82      0.08      0.84      0.71      0.94     57.03      1.00
         det_prob[103]      0.83      0.08      0.84      0.71      0.94     55.49      1.00
         det_prob[104]      0.83      0.08      0.85      0.72      0.94     54.37      1.00
         det_prob[105]      0.84      0.07      0.85      0.74      0.95     53.44      1.00
         det_prob[106]      0.84      0.07      0.86      0.75      0.95     51.52      1.00
         det_prob[107]      0.85      0.07      0.86      0.75      0.95     49.30      1.00
         det_prob[108]      0.85      0.07      0.86      0.75      0.95     48.70      1.00
         det_prob[109]      0.85      0.07      0.86      0.74      0.94     48.24      1.00
         det_prob[110]      0.85      0.07      0.86      0.75      0.95     46.33      1.01
         det_prob[111]      0.85      0.07      0.86      0.75      0.94     41.91      1.01
         det_prob[112]      0.85      0.06      0.86      0.76      0.95     39.13      1.01
         det_prob[113]      0.85      0.06      0.86      0.76      0.95     36.74      1.01
         det_prob[114]      0.85      0.07      0.86      0.76      0.95     34.15      1.02
         det_prob[115]      0.85      0.07      0.86      0.76      0.95     31.65      1.02
         det_prob[116]      0.85      0.07      0.86      0.74      0.94     30.88      1.02
         det_prob[117]      0.85      0.07      0.86      0.74      0.94     30.72      1.03
         det_prob[118]      0.85      0.07      0.86      0.73      0.94     28.34      1.04
         det_prob[119]      0.84      0.07      0.86      0.75      0.96     27.34      1.05
         det_prob[120]      0.84      0.07      0.85      0.74      0.96     26.33      1.06
         det_prob[121]      0.83      0.08      0.85      0.72      0.95     25.79      1.07
         det_prob[122]      0.83      0.08      0.84      0.71      0.95     22.78      1.09
         det_prob[123]      0.82      0.08      0.83      0.71      0.96     20.98      1.10
         det_prob[124]      0.82      0.09      0.83      0.70      0.96     18.67      1.12
         det_prob[125]      0.81      0.09      0.83      0.67      0.94     16.82      1.13
         det_prob[126]      0.81      0.09      0.82      0.68      0.95     14.46      1.16
         det_prob[127]      0.81      0.09      0.82      0.67      0.95     13.65      1.16
         det_prob[128]      0.80      0.09      0.82      0.66      0.94     12.66      1.16
         det_prob[129]      0.80      0.10      0.82      0.66      0.95     11.88      1.19
         det_prob[130]      0.79      0.10      0.81      0.63      0.94     10.55      1.21
         det_prob[131]      0.79      0.10      0.81      0.64      0.95      9.82      1.22
         det_prob[132]      0.79      0.10      0.80      0.64      0.95      8.95      1.27
         det_prob[133]      0.78      0.11      0.79      0.63      0.95      8.19      1.30
         det_prob[134]      0.78      0.11      0.79      0.61      0.95      7.90      1.34
         det_prob[135]      0.77      0.12      0.78      0.61      0.96      7.52      1.38
         det_prob[136]      0.76      0.12      0.78      0.58      0.95      7.15      1.43
         det_prob[137]      0.76      0.13      0.78      0.57      0.96      7.03      1.46
         det_prob[138]      0.76      0.13      0.77      0.55      0.96      6.94      1.49
         det_prob[139]      0.75      0.13      0.77      0.55      0.97      6.63      1.53
         det_prob[140]      0.75      0.14      0.77      0.55      0.97      6.28      1.56
         det_prob[141]      0.74      0.14      0.76      0.54      0.97      5.96      1.60
         det_prob[142]      0.74      0.14      0.75      0.53      0.97      5.70      1.62
         det_prob[143]      0.73      0.15      0.75      0.52      0.98      5.52      1.62
         det_prob[144]      0.73      0.15      0.75      0.50      0.97      5.34      1.65
         det_prob[145]      0.73      0.15      0.74      0.50      0.98      5.19      1.65
         det_prob[146]      0.73      0.15      0.74      0.50      0.98      5.01      1.68
         det_prob[147]      0.72      0.16      0.74      0.49      0.98      4.91      1.68
         det_prob[148]      0.72      0.16      0.73      0.49      0.98      4.72      1.68
         det_prob[149]      0.71      0.16      0.72      0.49      0.98      4.63      1.68
         det_prob[150]      0.71      0.17      0.71      0.48      0.97      4.53      1.69
         det_prob[151]      0.70      0.17      0.71      0.48      0.97      4.55      1.67
         det_prob[152]      0.71      0.17      0.70      0.48      0.98      4.58      1.65
         det_prob[153]      0.71      0.17      0.70      0.48      0.98      4.57      1.62
         det_prob[154]      0.71      0.17      0.71      0.49      0.98      4.50      1.61
         det_prob[155]      0.72      0.17      0.71      0.48      0.98      4.46      1.60
         det_prob[156]      0.72      0.17      0.72      0.47      0.97      4.55      1.56
         det_prob[157]      0.72      0.17      0.72      0.47      0.98      4.53      1.55
         det_prob[158]      0.72      0.18      0.73      0.46      0.98      4.48      1.54
         det_prob[159]      0.72      0.18      0.73      0.45      0.97      4.42      1.54
         det_prob[160]      0.72      0.17      0.74      0.47      0.98      4.56      1.50
         det_prob[161]      0.73      0.17      0.75      0.48      0.98      4.62      1.49
         det_prob[162]      0.74      0.17      0.76      0.49      0.98      4.76      1.47
         det_prob[163]      0.74      0.17      0.77      0.49      0.97      4.93      1.47
         det_prob[164]      0.74      0.17      0.78      0.49      0.98      5.07      1.45
         det_prob[165]      0.75      0.17      0.79      0.49      0.98      5.36      1.42
         det_prob[166]      0.75      0.17      0.79      0.52      0.98      5.31      1.44
         det_prob[167]      0.76      0.16      0.80      0.52      0.97      5.52      1.42
