
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      1.70      6.40      0.68      0.00      3.44    698.34      1.00
                    E0     18.04     23.24     11.03      0.01     40.35     76.99      1.00
                    H0      2.68      1.94      2.28      0.00      5.41   1355.64      1.00
                    I0      9.61     15.20      4.30      0.02     24.34     60.01      1.00
                 beta0      1.46      0.92      1.33      0.34      2.46      9.07      1.06
  confirmed_dispersion      0.47      0.06      0.47      0.37      0.56    985.23      1.00
      death_dispersion      0.66      0.06      0.66      0.57      0.78   1542.39      1.00
            death_prob      0.01      0.00      0.01      0.01      0.01     15.92      1.09
            death_rate      0.06      0.01      0.06      0.04      0.08    313.11      1.00
           det_prob[0]      0.22      0.06      0.21      0.12      0.31    171.36      1.00
           det_prob[1]      0.20      0.06      0.19      0.10      0.29    142.89      1.00
           det_prob[2]      0.19      0.06      0.18      0.09      0.29    140.66      1.00
           det_prob[3]      0.17      0.07      0.17      0.08      0.27    126.80      1.00
           det_prob[4]      0.16      0.07      0.15      0.07      0.26    114.18      1.00
           det_prob[5]      0.15      0.06      0.14      0.07      0.25    112.73      1.00
           det_prob[6]      0.15      0.06      0.13      0.06      0.24    101.73      1.00
           det_prob[7]      0.14      0.06      0.13      0.05      0.23     83.79      1.00
           det_prob[8]      0.13      0.06      0.12      0.05      0.22     83.60      1.00
           det_prob[9]      0.13      0.06      0.12      0.04      0.20     74.23      1.00
          det_prob[10]      0.12      0.05      0.11      0.04      0.20     65.84      1.00
          det_prob[11]      0.12      0.05      0.11      0.04      0.20     59.65      1.00
          det_prob[12]      0.12      0.05      0.11      0.05      0.19     67.89      1.00
          det_prob[13]      0.11      0.05      0.10      0.04      0.18     66.65      1.00
          det_prob[14]      0.11      0.05      0.10      0.05      0.18     63.69      1.00
          det_prob[15]      0.11      0.05      0.10      0.04      0.17     64.90      1.00
          det_prob[16]      0.10      0.04      0.10      0.04      0.17     69.68      1.00
          det_prob[17]      0.10      0.04      0.09      0.04      0.16     69.56      1.00
          det_prob[18]      0.10      0.04      0.09      0.04      0.16     69.05      1.00
          det_prob[19]      0.10      0.04      0.09      0.04      0.16     66.48      1.00
          det_prob[20]      0.10      0.04      0.09      0.04      0.16     73.71      1.00
          det_prob[21]      0.10      0.04      0.09      0.04      0.16     75.94      1.00
          det_prob[22]      0.10      0.04      0.09      0.03      0.15     79.81      1.00
          det_prob[23]      0.10      0.04      0.09      0.04      0.15     84.61      1.00
          det_prob[24]      0.10      0.04      0.09      0.04      0.15     86.32      1.00
          det_prob[25]      0.10      0.04      0.09      0.04      0.16     82.53      1.00
          det_prob[26]      0.10      0.04      0.10      0.04      0.16     91.13      1.00
          det_prob[27]      0.10      0.04      0.10      0.05      0.17     81.57      1.00
          det_prob[28]      0.11      0.04      0.10      0.04      0.17     71.72      1.00
          det_prob[29]      0.11      0.04      0.10      0.05      0.18     70.05      1.00
          det_prob[30]      0.11      0.05      0.11      0.04      0.18     59.08      1.00
          det_prob[31]      0.12      0.05      0.11      0.05      0.19     54.06      1.00
          det_prob[32]      0.13      0.05      0.12      0.05      0.19     53.37      1.00
          det_prob[33]      0.14      0.05      0.13      0.05      0.21     46.75      1.00
          det_prob[34]      0.14      0.06      0.14      0.06      0.23     43.10      1.01
          det_prob[35]      0.15      0.06      0.14      0.06      0.25     40.18      1.01
          det_prob[36]      0.16      0.07      0.15      0.06      0.26     37.36      1.01
          det_prob[37]      0.18      0.07      0.16      0.07      0.28     33.50      1.01
          det_prob[38]      0.19      0.08      0.17      0.08      0.31     32.05      1.01
          det_prob[39]      0.20      0.09      0.19      0.08      0.32     29.93      1.02
          det_prob[40]      0.22      0.09      0.21      0.08      0.35     27.57      1.02
          det_prob[41]      0.24      0.10      0.22      0.08      0.37     26.40      1.02
          det_prob[42]      0.26      0.11      0.24      0.11      0.42     27.79      1.02
