model,LS,MAE,date,horizon,place,forecast_date
resample_80_last_10,-0.4882,4.0000,2020-06-24,17.0000,CO,2020-06-07
resample_80_last_10,-0.4882,58.0000,2020-06-24,17.0000,AL,2020-06-07
resample_80_last_10,-0.3603,174.0000,2020-06-25,18.0000,FL,2020-06-07
resample_80_last_10,-0.3603,43.0000,2020-06-25,18.0000,TX,2020-06-07
resample_80_last_10,-0.3603,58.5000,2020-06-25,18.0000,MN,2020-06-07
resample_80_last_10,-0.3603,9.0000,2020-06-25,18.0000,NJ,2020-06-07
resample_80_last_10,-0.3603,70.0000,2020-06-25,18.0000,RI,2020-06-07
resample_80_last_10,-0.3603,1.0000,2020-06-25,18.0000,MT,2020-06-07
resample_80_last_10,-0.3603,3.0000,2020-06-25,18.0000,WV,2020-06-07
resample_80_last_10,-0.3603,58.0000,2020-06-25,18.0000,DE,2020-06-07
resample_80_last_10,-0.3603,38.0000,2020-06-25,18.0000,NE,2020-06-07
resample_80_last_10,-0.3603,226.0000,2020-06-25,18.0000,GA,2020-06-07
resample_80_last_10,-0.3603,10.0000,2020-06-25,18.0000,SD,2020-06-07
resample_80_last_10,-0.3603,12.0000,2020-06-25,18.0000,PA,2020-06-07
resample_80_last_10,-0.3603,2.0000,2020-06-25,18.0000,WI,2020-06-07
resample_80_last_10,-0.3603,45.0000,2020-06-25,18.0000,MS,2020-06-07
resample_80_last_10,-0.3603,22.0000,2020-06-25,18.0000,CT,2020-06-07
resample_80_last_10,-0.3603,0.0000,2020-06-25,18.0000,WY,2020-06-07
resample_80_last_10,-0.3603,17.0000,2020-06-25,18.0000,UT,2020-06-07
resample_80_last_10,-0.3603,7.0000,2020-06-25,18.0000,CA,2020-06-07
resample_80_last_10,-0.3603,85.5000,2020-06-25,18.0000,MA,2020-06-07
resample_80_last_10,-0.3603,2.0000,2020-06-25,18.0000,NH,2020-06-07
resample_80_last_10,-0.3603,11.0000,2020-06-25,18.0000,OR,2020-06-07
resample_80_last_10,-0.3603,104.0000,2020-06-25,18.0000,SC,2020-06-07
resample_80_last_10,-0.3603,9.0000,2020-06-25,18.0000,KS,2020-06-07
resample_80_last_10,-0.3603,65.0000,2020-06-25,18.0000,OH,2020-06-07
resample_80_last_10,-0.3603,61.0000,2020-06-25,18.0000,VA,2020-06-07
resample_80_last_10,-0.3603,9.0000,2020-06-25,18.0000,AR,2020-06-07
resample_80_last_10,-0.3603,10.0000,2020-06-25,18.0000,KY,2020-06-07
resample_80_last_10,-0.3603,16.0000,2020-06-25,18.0000,ME,2020-06-07
resample_80_last_10,-0.3603,80.5000,2020-06-25,18.0000,MI,2020-06-07
resample_80_last_10,-0.3603,2.0000,2020-06-25,18.0000,AK,2020-06-07
resample_80_last_10,-0.3603,105.0000,2020-06-25,18.0000,IL,2020-06-07
resample_80_last_10,-0.3603,44.0000,2020-06-25,18.0000,IN,2020-06-07
resample_80_last_10,-0.3603,57.0000,2020-06-25,18.0000,MO,2020-06-07
resample_80_last_10,-0.3603,9.0000,2020-06-25,18.0000,NC,2020-06-07
resample_80_last_10,-0.3603,11.0000,2020-06-25,18.0000,DC,2020-06-07
resample_80_last_10,-0.3603,14.0000,2020-06-25,18.0000,ND,2020-06-07
resample_80_last_10,-0.3603,9.0000,2020-06-25,18.0000,VT,2020-06-07
resample_80_last_10,-0.3603,0.0000,2020-06-25,18.0000,ID,2020-06-07
resample_80_last_10,-0.3603,6.0000,2020-06-25,18.0000,OK,2020-06-07
resample_80_last_10,-0.3603,451.0000,2020-06-25,18.0000,AZ,2020-06-07
resample_80_last_10,-0.3603,41.0000,2020-06-25,18.0000,IA,2020-06-07
resample_80_last_10,-0.3603,9.0000,2020-06-25,18.0000,NV,2020-06-07
resample_80_last_10,-0.3603,2.0000,2020-06-25,18.0000,HI,2020-06-07
resample_80_last_10,-0.3603,3.0000,2020-06-25,18.0000,MD,2020-06-07
resample_80_last_10,-0.3603,22.5000,2020-06-25,18.0000,NY,2020-06-07
resample_80_last_10,-0.3603,24.0000,2020-06-25,18.0000,TN,2020-06-07
resample_80_last_10,-0.3603,75.0000,2020-06-25,18.0000,LA,2020-06-07
resample_80_last_10,-0.3603,20.0000,2020-06-25,18.0000,WA,2020-06-07
resample_80_last_10,-0.3603,1.0000,2020-06-25,18.0000,NM,2020-06-07
resample_80_last_10,-0.3603,1.0000,2020-06-25,18.0000,CO,2020-06-07
resample_80_last_10,-0.3603,56.0000,2020-06-25,18.0000,AL,2020-06-07
resample_80_last_10,-0.3873,195.0000,2020-06-26,19.0000,FL,2020-06-07
resample_80_last_10,-0.3873,40.5000,2020-06-26,19.0000,TX,2020-06-07
resample_80_last_10,-0.3873,67.0000,2020-06-26,19.0000,MN,2020-06-07
resample_80_last_10,-0.3873,67.5000,2020-06-26,19.0000,NJ,2020-06-07
resample_80_last_10,-0.3873,75.0000,2020-06-26,19.0000,RI,2020-06-07
resample_80_last_10,-0.3873,0.0000,2020-06-26,19.0000,MT,2020-06-07
resample_80_last_10,-0.3873,4.0000,2020-06-26,19.0000,WV,2020-06-07
resample_80_last_10,-0.3873,56.0000,2020-06-26,19.0000,DE,2020-06-07
resample_80_last_10,-0.3873,43.0000,2020-06-26,19.0000,NE,2020-06-07
resample_80_last_10,-0.3873,234.5000,2020-06-26,19.0000,GA,2020-06-07
resample_80_last_10,-0.3873,10.0000,2020-06-26,19.0000,SD,2020-06-07
resample_80_last_10,-0.3873,12.0000,2020-06-26,19.0000,PA,2020-06-07
resample_80_last_10,-0.3873,7.0000,2020-06-26,19.0000,WI,2020-06-07
resample_80_last_10,-0.3873,45.0000,2020-06-26,19.0000,MS,2020-06-07
resample_80_last_10,-0.3873,24.0000,2020-06-26,19.0000,CT,2020-06-07
resample_80_last_10,-0.3873,0.0000,2020-06-26,19.0000,WY,2020-06-07
resample_80_last_10,-0.3873,20.0000,2020-06-26,19.0000,UT,2020-06-07
resample_80_last_10,-0.3873,3.5000,2020-06-26,19.0000,CA,2020-06-07
resample_80_last_10,-0.3873,117.0000,2020-06-26,19.0000,MA,2020-06-07
resample_80_last_10,-0.3873,7.0000,2020-06-26,19.0000,NH,2020-06-07
resample_80_last_10,-0.3873,14.0000,2020-06-26,19.0000,OR,2020-06-07
resample_80_last_10,-0.3873,122.5000,2020-06-26,19.0000,SC,2020-06-07
resample_80_last_10,-0.3873,11.0000,2020-06-26,19.0000,KS,2020-06-07
resample_80_last_10,-0.3873,68.0000,2020-06-26,19.0000,OH,2020-06-07
resample_80_last_10,-0.3873,48.0000,2020-06-26,19.0000,VA,2020-06-07
resample_80_last_10,-0.3873,13.0000,2020-06-26,19.0000,AR,2020-06-07
resample_80_last_10,-0.3873,8.0000,2020-06-26,19.0000,KY,2020-06-07
resample_80_last_10,-0.3873,17.0000,2020-06-26,19.0000,ME,2020-06-07
resample_80_last_10,-0.3873,88.0000,2020-06-26,19.0000,MI,2020-06-07
resample_80_last_10,-0.3873,0.0000,2020-06-26,19.0000,AK,2020-06-07
resample_80_last_10,-0.3873,113.5000,2020-06-26,19.0000,IL,2020-06-07
resample_80_last_10,-0.3873,50.5000,2020-06-26,19.0000,IN,2020-06-07
resample_80_last_10,-0.3873,61.0000,2020-06-26,19.0000,MO,2020-06-07
resample_80_last_10,-0.3873,6.0000,2020-06-26,19.0000,NC,2020-06-07
resample_80_last_10,-0.3873,12.0000,2020-06-26,19.0000,DC,2020-06-07
resample_80_last_10,-0.3873,15.5000,2020-06-26,19.0000,ND,2020-06-07
resample_80_last_10,-0.3873,10.5000,2020-06-26,19.0000,VT,2020-06-07
resample_80_last_10,-0.3873,1.0000,2020-06-26,19.0000,ID,2020-06-07
resample_80_last_10,-0.3873,6.0000,2020-06-26,19.0000,OK,2020-06-07
resample_80_last_10,-0.3873,514.0000,2020-06-26,19.0000,AZ,2020-06-07
resample_80_last_10,-0.3873,38.0000,2020-06-26,19.0000,IA,2020-06-07
resample_80_last_10,-0.3873,9.0000,2020-06-26,19.0000,NV,2020-06-07
resample_80_last_10,-0.3873,2.0000,2020-06-26,19.0000,HI,2020-06-07
resample_80_last_10,-0.3873,3.0000,2020-06-26,19.0000,MD,2020-06-07
resample_80_last_10,-0.3873,35.5000,2020-06-26,19.0000,NY,2020-06-07
resample_80_last_10,-0.3873,27.0000,2020-06-26,19.0000,TN,2020-06-07
resample_80_last_10,-0.3873,64.5000,2020-06-26,19.0000,LA,2020-06-07
resample_80_last_10,-0.3873,17.0000,2020-06-26,19.0000,WA,2020-06-07
resample_80_last_10,-0.3873,1.0000,2020-06-26,19.0000,NM,2020-06-07
resample_80_last_10,-0.3873,2.0000,2020-06-26,19.0000,CO,2020-06-07
resample_80_last_10,-0.3873,61.0000,2020-06-26,19.0000,AL,2020-06-07
resample_80_last_10,-0.4063,231.0000,2020-06-27,20.0000,FL,2020-06-07
resample_80_last_10,-0.4063,39.0000,2020-06-27,20.0000,TX,2020-06-07
resample_80_last_10,-0.4063,73.0000,2020-06-27,20.0000,MN,2020-06-07
resample_80_last_10,-0.4063,155.5000,2020-06-27,20.0000,NJ,2020-06-07
resample_80_last_10,-0.4063,74.0000,2020-06-27,20.0000,RI,2020-06-07
resample_80_last_10,-0.4063,0.0000,2020-06-27,20.0000,MT,2020-06-07
resample_80_last_10,-0.4063,3.0000,2020-06-27,20.0000,WV,2020-06-07
resample_80_last_10,-0.4063,54.0000,2020-06-27,20.0000,DE,2020-06-07
resample_80_last_10,-0.4063,42.0000,2020-06-27,20.0000,NE,2020-06-07
resample_80_last_10,-0.4063,224.0000,2020-06-27,20.0000,GA,2020-06-07
resample_80_last_10,-0.4063,13.0000,2020-06-27,20.0000,SD,2020-06-07
resample_80_last_10,-0.4063,15.0000,2020-06-27,20.0000,PA,2020-06-07
resample_80_last_10,-0.4063,1.0000,2020-06-27,20.0000,WI,2020-06-07
resample_80_last_10,-0.4063,52.5000,2020-06-27,20.0000,MS,2020-06-07
resample_80_last_10,-0.4063,22.0000,2020-06-27,20.0000,CT,2020-06-07
resample_80_last_10,-0.4063,0.0000,2020-06-27,20.0000,WY,2020-06-07
resample_80_last_10,-0.4063,24.0000,2020-06-27,20.0000,UT,2020-06-07
resample_80_last_10,-0.4063,31.0000,2020-06-27,20.0000,CA,2020-06-07
resample_80_last_10,-0.4063,129.0000,2020-06-27,20.0000,MA,2020-06-07
resample_80_last_10,-0.4063,5.5000,2020-06-27,20.0000,NH,2020-06-07
resample_80_last_10,-0.4063,13.0000,2020-06-27,20.0000,OR,2020-06-07
resample_80_last_10,-0.4063,127.5000,2020-06-27,20.0000,SC,2020-06-07
resample_80_last_10,-0.4063,13.0000,2020-06-27,20.0000,KS,2020-06-07
resample_80_last_10,-0.4063,73.0000,2020-06-27,20.0000,OH,2020-06-07
resample_80_last_10,-0.4063,34.0000,2020-06-27,20.0000,VA,2020-06-07
resample_80_last_10,-0.4063,17.0000,2020-06-27,20.0000,AR,2020-06-07
resample_80_last_10,-0.4063,11.0000,2020-06-27,20.0000,KY,2020-06-07
resample_80_last_10,-0.4063,17.0000,2020-06-27,20.0000,ME,2020-06-07
resample_80_last_10,-0.4063,78.0000,2020-06-27,20.0000,MI,2020-06-07
resample_80_last_10,-0.4063,0.0000,2020-06-27,20.0000,AK,2020-06-07
resample_80_last_10,-0.4063,112.0000,2020-06-27,20.0000,IL,2020-06-07
resample_80_last_10,-0.4063,44.0000,2020-06-27,20.0000,IN,2020-06-07
resample_80_last_10,-0.4063,61.0000,2020-06-27,20.0000,MO,2020-06-07
resample_80_last_10,-0.4063,4.0000,2020-06-27,20.0000,NC,2020-06-07
resample_80_last_10,-0.4063,13.0000,2020-06-27,20.0000,DC,2020-06-07
resample_80_last_10,-0.4063,17.0000,2020-06-27,20.0000,ND,2020-06-07
resample_80_last_10,-0.4063,12.0000,2020-06-27,20.0000,VT,2020-06-07
resample_80_last_10,-0.4063,0.0000,2020-06-27,20.0000,ID,2020-06-07
resample_80_last_10,-0.4063,1.0000,2020-06-27,20.0000,OK,2020-06-07
resample_80_last_10,-0.4063,566.0000,2020-06-27,20.0000,AZ,2020-06-07
resample_80_last_10,-0.4063,44.0000,2020-06-27,20.0000,IA,2020-06-07
resample_80_last_10,-0.4063,11.0000,2020-06-27,20.0000,NV,2020-06-07
resample_80_last_10,-0.4063,1.0000,2020-06-27,20.0000,HI,2020-06-07
resample_80_last_10,-0.4063,4.0000,2020-06-27,20.0000,MD,2020-06-07
resample_80_last_10,-0.4063,54.0000,2020-06-27,20.0000,NY,2020-06-07
resample_80_last_10,-0.4063,26.0000,2020-06-27,20.0000,TN,2020-06-07
resample_80_last_10,-0.4063,79.5000,2020-06-27,20.0000,LA,2020-06-07
resample_80_last_10,-0.4063,15.0000,2020-06-27,20.0000,WA,2020-06-07
resample_80_last_10,-0.4063,1.0000,2020-06-27,20.0000,NM,2020-06-07
resample_80_last_10,-0.4063,5.5000,2020-06-27,20.0000,CO,2020-06-07
resample_80_last_10,-0.4063,65.0000,2020-06-27,20.0000,AL,2020-06-07
resample_80_last_10,-0.4242,263.0000,2020-06-28,21.0000,FL,2020-06-07
resample_80_last_10,-0.4242,54.5000,2020-06-28,21.0000,TX,2020-06-07
resample_80_last_10,-0.4242,75.0000,2020-06-28,21.0000,MN,2020-06-07
resample_80_last_10,-0.4242,249.5000,2020-06-28,21.0000,NJ,2020-06-07
resample_80_last_10,-0.4242,72.0000,2020-06-28,21.0000,RI,2020-06-07
resample_80_last_10,-0.4242,0.0000,2020-06-28,21.0000,MT,2020-06-07
resample_80_last_10,-0.4242,3.0000,2020-06-28,21.0000,WV,2020-06-07
resample_80_last_10,-0.4242,52.0000,2020-06-28,21.0000,DE,2020-06-07
resample_80_last_10,-0.4242,41.0000,2020-06-28,21.0000,NE,2020-06-07
resample_80_last_10,-0.4242,212.0000,2020-06-28,21.0000,GA,2020-06-07
resample_80_last_10,-0.4242,12.0000,2020-06-28,21.0000,SD,2020-06-07
resample_80_last_10,-0.4242,4.0000,2020-06-28,21.0000,PA,2020-06-07
resample_80_last_10,-0.4242,5.0000,2020-06-28,21.0000,WI,2020-06-07
resample_80_last_10,-0.4242,52.0000,2020-06-28,21.0000,MS,2020-06-07
resample_80_last_10,-0.4242,20.5000,2020-06-28,21.0000,CT,2020-06-07
resample_80_last_10,-0.4242,0.0000,2020-06-28,21.0000,WY,2020-06-07
resample_80_last_10,-0.4242,30.0000,2020-06-28,21.0000,UT,2020-06-07
resample_80_last_10,-0.4242,63.5000,2020-06-28,21.0000,CA,2020-06-07
resample_80_last_10,-0.4242,133.0000,2020-06-28,21.0000,MA,2020-06-07
resample_80_last_10,-0.4242,3.0000,2020-06-28,21.0000,NH,2020-06-07
resample_80_last_10,-0.4242,11.0000,2020-06-28,21.0000,OR,2020-06-07
resample_80_last_10,-0.4242,146.0000,2020-06-28,21.0000,SC,2020-06-07
resample_80_last_10,-0.4242,13.0000,2020-06-28,21.0000,KS,2020-06-07
resample_80_last_10,-0.4242,64.0000,2020-06-28,21.0000,OH,2020-06-07
resample_80_last_10,-0.4242,38.0000,2020-06-28,21.0000,VA,2020-06-07
resample_80_last_10,-0.4242,17.0000,2020-06-28,21.0000,AR,2020-06-07
resample_80_last_10,-0.4242,11.5000,2020-06-28,21.0000,KY,2020-06-07
resample_80_last_10,-0.4242,18.0000,2020-06-28,21.0000,ME,2020-06-07
resample_80_last_10,-0.4242,81.0000,2020-06-28,21.0000,MI,2020-06-07
resample_80_last_10,-0.4242,1.0000,2020-06-28,21.0000,AK,2020-06-07
resample_80_last_10,-0.4242,99.0000,2020-06-28,21.0000,IL,2020-06-07
resample_80_last_10,-0.4242,58.0000,2020-06-28,21.0000,IN,2020-06-07
resample_80_last_10,-0.4242,56.0000,2020-06-28,21.0000,MO,2020-06-07
resample_80_last_10,-0.4242,21.0000,2020-06-28,21.0000,NC,2020-06-07
resample_80_last_10,-0.4242,13.0000,2020-06-28,21.0000,DC,2020-06-07
resample_80_last_10,-0.4242,17.0000,2020-06-28,21.0000,ND,2020-06-07
resample_80_last_10,-0.4242,14.0000,2020-06-28,21.0000,VT,2020-06-07
resample_80_last_10,-0.4242,0.0000,2020-06-28,21.0000,ID,2020-06-07
resample_80_last_10,-0.4242,2.0000,2020-06-28,21.0000,OK,2020-06-07
resample_80_last_10,-0.4242,699.5000,2020-06-28,21.0000,AZ,2020-06-07
resample_80_last_10,-0.4242,47.0000,2020-06-28,21.0000,IA,2020-06-07
resample_80_last_10,-0.4242,15.0000,2020-06-28,21.0000,NV,2020-06-07
resample_80_last_10,-0.4242,1.0000,2020-06-28,21.0000,HI,2020-06-07
resample_80_last_10,-0.4242,2.0000,2020-06-28,21.0000,MD,2020-06-07
resample_80_last_10,-0.4242,77.5000,2020-06-28,21.0000,NY,2020-06-07
resample_80_last_10,-0.4242,19.0000,2020-06-28,21.0000,TN,2020-06-07
resample_80_last_10,-0.4242,85.0000,2020-06-28,21.0000,LA,2020-06-07
resample_80_last_10,-0.4242,8.0000,2020-06-28,21.0000,WA,2020-06-07
resample_80_last_10,-0.4242,4.0000,2020-06-28,21.0000,NM,2020-06-07
resample_80_last_10,-0.4242,9.0000,2020-06-28,21.0000,CO,2020-06-07
resample_80_last_10,-0.4242,59.0000,2020-06-28,21.0000,AL,2020-06-07
resample_80_last_10,-0.4577,294.5000,2020-06-29,22.0000,FL,2020-06-07
resample_80_last_10,-0.4577,80.0000,2020-06-29,22.0000,TX,2020-06-07
resample_80_last_10,-0.4577,80.5000,2020-06-29,22.0000,MN,2020-06-07
resample_80_last_10,-0.4577,343.0000,2020-06-29,22.0000,NJ,2020-06-07
resample_80_last_10,-0.4577,90.0000,2020-06-29,22.0000,RI,2020-06-07
resample_80_last_10,-0.4577,1.0000,2020-06-29,22.0000,MT,2020-06-07
resample_80_last_10,-0.4577,4.0000,2020-06-29,22.0000,WV,2020-06-07
resample_80_last_10,-0.4577,51.0000,2020-06-29,22.0000,DE,2020-06-07
resample_80_last_10,-0.4577,41.0000,2020-06-29,22.0000,NE,2020-06-07
resample_80_last_10,-0.4577,204.0000,2020-06-29,22.0000,GA,2020-06-07
resample_80_last_10,-0.4577,11.0000,2020-06-29,22.0000,SD,2020-06-07
resample_80_last_10,-0.4577,15.0000,2020-06-29,22.0000,PA,2020-06-07
resample_80_last_10,-0.4577,9.5000,2020-06-29,22.0000,WI,2020-06-07
resample_80_last_10,-0.4577,67.0000,2020-06-29,22.0000,MS,2020-06-07
resample_80_last_10,-0.4577,20.0000,2020-06-29,22.0000,CT,2020-06-07
resample_80_last_10,-0.4577,0.0000,2020-06-29,22.0000,WY,2020-06-07
resample_80_last_10,-0.4577,34.0000,2020-06-29,22.0000,UT,2020-06-07
resample_80_last_10,-0.4577,71.5000,2020-06-29,22.0000,CA,2020-06-07
resample_80_last_10,-0.4577,153.0000,2020-06-29,22.0000,MA,2020-06-07
resample_80_last_10,-0.4577,0.0000,2020-06-29,22.0000,NH,2020-06-07
resample_80_last_10,-0.4577,12.0000,2020-06-29,22.0000,OR,2020-06-07
resample_80_last_10,-0.4577,164.0000,2020-06-29,22.0000,SC,2020-06-07
resample_80_last_10,-0.4577,17.0000,2020-06-29,22.0000,KS,2020-06-07
resample_80_last_10,-0.4577,66.0000,2020-06-29,22.0000,OH,2020-06-07
resample_80_last_10,-0.4577,42.5000,2020-06-29,22.0000,VA,2020-06-07
resample_80_last_10,-0.4577,10.5000,2020-06-29,22.0000,AR,2020-06-07
resample_80_last_10,-0.4577,13.0000,2020-06-29,22.0000,KY,2020-06-07
resample_80_last_10,-0.4577,18.0000,2020-06-29,22.0000,ME,2020-06-07
resample_80_last_10,-0.4577,85.5000,2020-06-29,22.0000,MI,2020-06-07
resample_80_last_10,-0.4577,2.0000,2020-06-29,22.0000,AK,2020-06-07
resample_80_last_10,-0.4577,91.5000,2020-06-29,22.0000,IL,2020-06-07
resample_80_last_10,-0.4577,69.0000,2020-06-29,22.0000,IN,2020-06-07
resample_80_last_10,-0.4577,54.0000,2020-06-29,22.0000,MO,2020-06-07
resample_80_last_10,-0.4577,33.0000,2020-06-29,22.0000,NC,2020-06-07
resample_80_last_10,-0.4577,12.5000,2020-06-29,22.0000,DC,2020-06-07
resample_80_last_10,-0.4577,18.0000,2020-06-29,22.0000,ND,2020-06-07
resample_80_last_10,-0.4577,16.0000,2020-06-29,22.0000,VT,2020-06-07
resample_80_last_10,-0.4577,1.0000,2020-06-29,22.0000,ID,2020-06-07
resample_80_last_10,-0.4577,3.0000,2020-06-29,22.0000,OK,2020-06-07
resample_80_last_10,-0.4577,801.5000,2020-06-29,22.0000,AZ,2020-06-07
resample_80_last_10,-0.4577,48.0000,2020-06-29,22.0000,IA,2020-06-07
resample_80_last_10,-0.4577,15.0000,2020-06-29,22.0000,NV,2020-06-07
resample_80_last_10,-0.4577,2.0000,2020-06-29,22.0000,HI,2020-06-07
resample_80_last_10,-0.4577,3.5000,2020-06-29,22.0000,MD,2020-06-07
resample_80_last_10,-0.4577,88.0000,2020-06-29,22.0000,NY,2020-06-07
resample_80_last_10,-0.4577,20.0000,2020-06-29,22.0000,TN,2020-06-07
resample_80_last_10,-0.4577,101.0000,2020-06-29,22.0000,LA,2020-06-07
resample_80_last_10,-0.4577,10.0000,2020-06-29,22.0000,WA,2020-06-07
resample_80_last_10,-0.4577,7.0000,2020-06-29,22.0000,NM,2020-06-07
resample_80_last_10,-0.4577,8.0000,2020-06-29,22.0000,CO,2020-06-07
resample_80_last_10,-0.4577,60.0000,2020-06-29,22.0000,AL,2020-06-07
resample_80_last_10,-0.4783,299.0000,2020-06-30,23.0000,FL,2020-06-07
resample_80_last_10,-0.4783,73.0000,2020-06-30,23.0000,TX,2020-06-07
resample_80_last_10,-0.4783,84.5000,2020-06-30,23.0000,MN,2020-06-07
resample_80_last_10,-0.4783,432.5000,2020-06-30,23.0000,NJ,2020-06-07
resample_80_last_10,-0.4783,92.0000,2020-06-30,23.0000,RI,2020-06-07
resample_80_last_10,-0.4783,1.0000,2020-06-30,23.0000,MT,2020-06-07
resample_80_last_10,-0.4783,4.0000,2020-06-30,23.0000,WV,2020-06-07
resample_80_last_10,-0.4783,51.0000,2020-06-30,23.0000,DE,2020-06-07
resample_80_last_10,-0.4783,45.5000,2020-06-30,23.0000,NE,2020-06-07
resample_80_last_10,-0.4783,209.0000,2020-06-30,23.0000,GA,2020-06-07
resample_80_last_10,-0.4783,11.0000,2020-06-30,23.0000,SD,2020-06-07
resample_80_last_10,-0.4783,1.5000,2020-06-30,23.0000,PA,2020-06-07
resample_80_last_10,-0.4783,7.0000,2020-06-30,23.0000,WI,2020-06-07
resample_80_last_10,-0.4783,76.0000,2020-06-30,23.0000,MS,2020-06-07
resample_80_last_10,-0.4783,16.0000,2020-06-30,23.0000,CT,2020-06-07
resample_80_last_10,-0.4783,0.0000,2020-06-30,23.0000,WY,2020-06-07
resample_80_last_10,-0.4783,37.0000,2020-06-30,23.0000,UT,2020-06-07
resample_80_last_10,-0.4783,36.0000,2020-06-30,23.0000,CA,2020-06-07
resample_80_last_10,-0.4783,97.5000,2020-06-30,23.0000,MA,2020-06-07
resample_80_last_10,-0.4783,1.0000,2020-06-30,23.0000,NH,2020-06-07
resample_80_last_10,-0.4783,13.0000,2020-06-30,23.0000,OR,2020-06-07
resample_80_last_10,-0.4783,167.0000,2020-06-30,23.0000,SC,2020-06-07
resample_80_last_10,-0.4783,16.0000,2020-06-30,23.0000,KS,2020-06-07
resample_80_last_10,-0.4783,102.0000,2020-06-30,23.0000,OH,2020-06-07
resample_80_last_10,-0.4783,33.0000,2020-06-30,23.0000,VA,2020-06-07
resample_80_last_10,-0.4783,10.0000,2020-06-30,23.0000,AR,2020-06-07
resample_80_last_10,-0.4783,11.0000,2020-06-30,23.0000,KY,2020-06-07
resample_80_last_10,-0.4783,19.0000,2020-06-30,23.0000,ME,2020-06-07
resample_80_last_10,-0.4783,60.0000,2020-06-30,23.0000,MI,2020-06-07
resample_80_last_10,-0.4783,2.0000,2020-06-30,23.0000,AK,2020-06-07
resample_80_last_10,-0.4783,88.5000,2020-06-30,23.0000,IL,2020-06-07
resample_80_last_10,-0.4783,66.0000,2020-06-30,23.0000,IN,2020-06-07
resample_80_last_10,-0.4783,52.0000,2020-06-30,23.0000,MO,2020-06-07
resample_80_last_10,-0.4783,22.5000,2020-06-30,23.0000,NC,2020-06-07
resample_80_last_10,-0.4783,11.0000,2020-06-30,23.0000,DC,2020-06-07
resample_80_last_10,-0.4783,19.0000,2020-06-30,23.0000,ND,2020-06-07
resample_80_last_10,-0.4783,18.0000,2020-06-30,23.0000,VT,2020-06-07
resample_80_last_10,-0.4783,0.0000,2020-06-30,23.0000,ID,2020-06-07
resample_80_last_10,-0.4783,2.0000,2020-06-30,23.0000,OK,2020-06-07
resample_80_last_10,-0.4783,898.0000,2020-06-30,23.0000,AZ,2020-06-07
resample_80_last_10,-0.4783,48.0000,2020-06-30,23.0000,IA,2020-06-07
resample_80_last_10,-0.4783,16.0000,2020-06-30,23.0000,NV,2020-06-07
resample_80_last_10,-0.4783,2.0000,2020-06-30,23.0000,HI,2020-06-07
resample_80_last_10,-0.4783,0.0000,2020-06-30,23.0000,MD,2020-06-07
resample_80_last_10,-0.4783,44.0000,2020-06-30,23.0000,NY,2020-06-07
resample_80_last_10,-0.4783,25.0000,2020-06-30,23.0000,TN,2020-06-07
resample_80_last_10,-0.4783,90.5000,2020-06-30,23.0000,LA,2020-06-07
resample_80_last_10,-0.4783,15.0000,2020-06-30,23.0000,WA,2020-06-07
resample_80_last_10,-0.4783,8.0000,2020-06-30,23.0000,NM,2020-06-07
resample_80_last_10,-0.4783,4.0000,2020-06-30,23.0000,CO,2020-06-07
resample_80_last_10,-0.4783,75.0000,2020-06-30,23.0000,AL,2020-06-07
resample_80_last_10,-0.5075,317.5000,2020-07-01,24.0000,FL,2020-06-07
resample_80_last_10,-0.5075,59.5000,2020-07-01,24.0000,TX,2020-06-07
resample_80_last_10,-0.5075,91.5000,2020-07-01,24.0000,MN,2020-06-07
resample_80_last_10,-0.5075,496.5000,2020-07-01,24.0000,NJ,2020-06-07
resample_80_last_10,-0.5075,97.0000,2020-07-01,24.0000,RI,2020-06-07
resample_80_last_10,-0.5075,2.0000,2020-07-01,24.0000,MT,2020-06-07
resample_80_last_10,-0.5075,4.0000,2020-07-01,24.0000,WV,2020-06-07
resample_80_last_10,-0.5075,50.0000,2020-07-01,24.0000,DE,2020-06-07
resample_80_last_10,-0.5075,46.0000,2020-07-01,24.0000,NE,2020-06-07
resample_80_last_10,-0.5075,213.5000,2020-07-01,24.0000,GA,2020-06-07
resample_80_last_10,-0.5075,12.0000,2020-07-01,24.0000,SD,2020-06-07
resample_80_last_10,-0.5075,15.0000,2020-07-01,24.0000,PA,2020-06-07
resample_80_last_10,-0.5075,9.0000,2020-07-01,24.0000,WI,2020-06-07
resample_80_last_10,-0.5075,80.0000,2020-07-01,24.0000,MS,2020-06-07
resample_80_last_10,-0.5075,13.0000,2020-07-01,24.0000,CT,2020-06-07
resample_80_last_10,-0.5075,0.0000,2020-07-01,24.0000,WY,2020-06-07
resample_80_last_10,-0.5075,41.0000,2020-07-01,24.0000,UT,2020-06-07
resample_80_last_10,-0.5075,16.0000,2020-07-01,24.0000,CA,2020-06-07
resample_80_last_10,-0.5075,109.0000,2020-07-01,24.0000,MA,2020-06-07
resample_80_last_10,-0.5075,1.0000,2020-07-01,24.0000,NH,2020-06-07
resample_80_last_10,-0.5075,13.0000,2020-07-01,24.0000,OR,2020-06-07
resample_80_last_10,-0.5075,173.5000,2020-07-01,24.0000,SC,2020-06-07
resample_80_last_10,-0.5075,19.0000,2020-07-01,24.0000,KS,2020-06-07
resample_80_last_10,-0.5075,104.5000,2020-07-01,24.0000,OH,2020-06-07
