model,LS,MAE,date,horizon,place,forecast_date
SEIRD_only_death,-0.2826,118.0000,2020-06-28,14.0000,NC,2020-06-14
SEIRD_only_death,-0.2826,11.0000,2020-06-28,14.0000,DC,2020-06-14
SEIRD_only_death,-0.2826,0.0000,2020-06-28,14.0000,ND,2020-06-14
SEIRD_only_death,-0.2826,1.0000,2020-06-28,14.0000,VT,2020-06-14
SEIRD_only_death,-0.2826,1.0000,2020-06-28,14.0000,ID,2020-06-14
SEIRD_only_death,-0.2826,11.0000,2020-06-28,14.0000,OK,2020-06-14
SEIRD_only_death,-0.2826,185.0000,2020-06-28,14.0000,AZ,2020-06-14
SEIRD_only_death,-0.2826,9.0000,2020-06-28,14.0000,IA,2020-06-14
SEIRD_only_death,-0.2826,6.0000,2020-06-28,14.0000,NV,2020-06-14
SEIRD_only_death,-0.2826,1.0000,2020-06-28,14.0000,HI,2020-06-14
SEIRD_only_death,-0.2826,39.0000,2020-06-28,14.0000,MD,2020-06-14
SEIRD_only_death,-0.2826,18.0000,2020-06-28,14.0000,NY,2020-06-14
SEIRD_only_death,-0.2826,20.0000,2020-06-28,14.0000,TN,2020-06-14
SEIRD_only_death,-0.2826,60.0000,2020-06-28,14.0000,LA,2020-06-14
SEIRD_only_death,-0.2826,51.5000,2020-06-28,14.0000,WA,2020-06-14
SEIRD_only_death,-0.2826,5.0000,2020-06-28,14.0000,NM,2020-06-14
SEIRD_only_death,-0.2826,9.0000,2020-06-28,14.0000,CO,2020-06-14
SEIRD_only_death,-0.2826,64.0000,2020-06-28,14.0000,AL,2020-06-14
SEIRD_only_death,-0.3083,146.0000,2020-06-29,15.0000,FL,2020-06-14
SEIRD_only_death,-0.3083,213.5000,2020-06-29,15.0000,TX,2020-06-14
SEIRD_only_death,-0.3083,37.0000,2020-06-29,15.0000,MN,2020-06-14
SEIRD_only_death,-0.3083,250.0000,2020-06-29,15.0000,NJ,2020-06-14
SEIRD_only_death,-0.3083,71.0000,2020-06-29,15.0000,RI,2020-06-14
SEIRD_only_death,-0.3083,0.0000,2020-06-29,15.0000,MT,2020-06-14
SEIRD_only_death,-0.3083,1.0000,2020-06-29,15.0000,WV,2020-06-14
SEIRD_only_death,-0.3083,50.0000,2020-06-29,15.0000,DE,2020-06-14
SEIRD_only_death,-0.3083,17.0000,2020-06-29,15.0000,NE,2020-06-14
SEIRD_only_death,-0.3083,44.5000,2020-06-29,15.0000,GA,2020-06-14
SEIRD_only_death,-0.3083,5.0000,2020-06-29,15.0000,SD,2020-06-14
SEIRD_only_death,-0.3083,32.5000,2020-06-29,15.0000,PA,2020-06-14
SEIRD_only_death,-0.3083,47.0000,2020-06-29,15.0000,WI,2020-06-14
SEIRD_only_death,-0.3083,101.0000,2020-06-29,15.0000,MS,2020-06-14
SEIRD_only_death,-0.3083,56.0000,2020-06-29,15.0000,CT,2020-06-14
SEIRD_only_death,-0.3083,2.0000,2020-06-29,15.0000,WY,2020-06-14
SEIRD_only_death,-0.3083,5.0000,2020-06-29,15.0000,UT,2020-06-14
SEIRD_only_death,-0.3083,90.0000,2020-06-29,15.0000,CA,2020-06-14
SEIRD_only_death,-0.3083,29.0000,2020-06-29,15.0000,MA,2020-06-14
SEIRD_only_death,-0.3083,1.0000,2020-06-29,15.0000,NH,2020-06-14
SEIRD_only_death,-0.3083,1.0000,2020-06-29,15.0000,OR,2020-06-14
SEIRD_only_death,-0.3083,56.0000,2020-06-29,15.0000,SC,2020-06-14
SEIRD_only_death,-0.3083,12.0000,2020-06-29,15.0000,KS,2020-06-14
SEIRD_only_death,-0.3083,15.0000,2020-06-29,15.0000,OH,2020-06-14
SEIRD_only_death,-0.3083,126.0000,2020-06-29,15.0000,VA,2020-06-14
SEIRD_only_death,-0.3083,53.0000,2020-06-29,15.0000,AR,2020-06-14
SEIRD_only_death,-0.3083,17.0000,2020-06-29,15.0000,KY,2020-06-14
SEIRD_only_death,-0.3083,3.0000,2020-06-29,15.0000,ME,2020-06-14
SEIRD_only_death,-0.3083,13.0000,2020-06-29,15.0000,MI,2020-06-14
SEIRD_only_death,-0.3083,1.0000,2020-06-29,15.0000,AK,2020-06-14
SEIRD_only_death,-0.3083,115.0000,2020-06-29,15.0000,IL,2020-06-14
SEIRD_only_death,-0.3083,36.0000,2020-06-29,15.0000,IN,2020-06-14
SEIRD_only_death,-0.3083,49.0000,2020-06-29,15.0000,MO,2020-06-14
SEIRD_only_death,-0.3083,118.0000,2020-06-29,15.0000,NC,2020-06-14
SEIRD_only_death,-0.3083,14.0000,2020-06-29,15.0000,DC,2020-06-14
SEIRD_only_death,-0.3083,0.0000,2020-06-29,15.0000,ND,2020-06-14
SEIRD_only_death,-0.3083,1.0000,2020-06-29,15.0000,VT,2020-06-14
SEIRD_only_death,-0.3083,1.0000,2020-06-29,15.0000,ID,2020-06-14
SEIRD_only_death,-0.3083,10.0000,2020-06-29,15.0000,OK,2020-06-14
SEIRD_only_death,-0.3083,174.0000,2020-06-29,15.0000,AZ,2020-06-14
SEIRD_only_death,-0.3083,12.0000,2020-06-29,15.0000,IA,2020-06-14
SEIRD_only_death,-0.3083,8.0000,2020-06-29,15.0000,NV,2020-06-14
SEIRD_only_death,-0.3083,1.0000,2020-06-29,15.0000,HI,2020-06-14
SEIRD_only_death,-0.3083,46.5000,2020-06-29,15.0000,MD,2020-06-14
SEIRD_only_death,-0.3083,15.5000,2020-06-29,15.0000,NY,2020-06-14
SEIRD_only_death,-0.3083,23.0000,2020-06-29,15.0000,TN,2020-06-14
SEIRD_only_death,-0.3083,53.0000,2020-06-29,15.0000,LA,2020-06-14
SEIRD_only_death,-0.3083,53.0000,2020-06-29,15.0000,WA,2020-06-14
SEIRD_only_death,-0.3083,7.0000,2020-06-29,15.0000,NM,2020-06-14
SEIRD_only_death,-0.3083,10.0000,2020-06-29,15.0000,CO,2020-06-14
SEIRD_only_death,-0.3083,71.0000,2020-06-29,15.0000,AL,2020-06-14
SEIRD_only_death,-0.4003,183.0000,2020-06-30,16.0000,FL,2020-06-14
SEIRD_only_death,-0.4003,242.0000,2020-06-30,16.0000,TX,2020-06-14
SEIRD_only_death,-0.4003,38.0000,2020-06-30,16.0000,MN,2020-06-14
SEIRD_only_death,-0.4003,273.5000,2020-06-30,16.0000,NJ,2020-06-14
SEIRD_only_death,-0.4003,73.0000,2020-06-30,16.0000,RI,2020-06-14
SEIRD_only_death,-0.4003,0.0000,2020-06-30,16.0000,MT,2020-06-14
SEIRD_only_death,-0.4003,1.0000,2020-06-30,16.0000,WV,2020-06-14
SEIRD_only_death,-0.4003,50.0000,2020-06-30,16.0000,DE,2020-06-14
SEIRD_only_death,-0.4003,19.0000,2020-06-30,16.0000,NE,2020-06-14
SEIRD_only_death,-0.4003,46.0000,2020-06-30,16.0000,GA,2020-06-14
SEIRD_only_death,-0.4003,4.0000,2020-06-30,16.0000,SD,2020-06-14
SEIRD_only_death,-0.4003,50.0000,2020-06-30,16.0000,PA,2020-06-14
SEIRD_only_death,-0.4003,53.0000,2020-06-30,16.0000,WI,2020-06-14
SEIRD_only_death,-0.4003,113.0000,2020-06-30,16.0000,MS,2020-06-14
SEIRD_only_death,-0.4003,62.0000,2020-06-30,16.0000,CT,2020-06-14
SEIRD_only_death,-0.4003,2.0000,2020-06-30,16.0000,WY,2020-06-14
SEIRD_only_death,-0.4003,8.0000,2020-06-30,16.0000,UT,2020-06-14
SEIRD_only_death,-0.4003,143.0000,2020-06-30,16.0000,CA,2020-06-14
SEIRD_only_death,-0.4003,32.0000,2020-06-30,16.0000,MA,2020-06-14
SEIRD_only_death,-0.4003,1.0000,2020-06-30,16.0000,NH,2020-06-14
SEIRD_only_death,-0.4003,2.0000,2020-06-30,16.0000,OR,2020-06-14
SEIRD_only_death,-0.4003,72.0000,2020-06-30,16.0000,SC,2020-06-14
SEIRD_only_death,-0.4003,12.0000,2020-06-30,16.0000,KS,2020-06-14
SEIRD_only_death,-0.4003,48.0000,2020-06-30,16.0000,OH,2020-06-14
SEIRD_only_death,-0.4003,146.0000,2020-06-30,16.0000,VA,2020-06-14
SEIRD_only_death,-0.4003,56.0000,2020-06-30,16.0000,AR,2020-06-14
SEIRD_only_death,-0.4003,20.0000,2020-06-30,16.0000,KY,2020-06-14
SEIRD_only_death,-0.4003,3.0000,2020-06-30,16.0000,ME,2020-06-14
SEIRD_only_death,-0.4003,40.0000,2020-06-30,16.0000,MI,2020-06-14
SEIRD_only_death,-0.4003,2.0000,2020-06-30,16.0000,AK,2020-06-14
SEIRD_only_death,-0.4003,129.0000,2020-06-30,16.0000,IL,2020-06-14
SEIRD_only_death,-0.4003,43.0000,2020-06-30,16.0000,IN,2020-06-14
SEIRD_only_death,-0.4003,47.0000,2020-06-30,16.0000,MO,2020-06-14
SEIRD_only_death,-0.4003,136.0000,2020-06-30,16.0000,NC,2020-06-14
SEIRD_only_death,-0.4003,17.0000,2020-06-30,16.0000,DC,2020-06-14
SEIRD_only_death,-0.4003,0.0000,2020-06-30,16.0000,ND,2020-06-14
SEIRD_only_death,-0.4003,1.0000,2020-06-30,16.0000,VT,2020-06-14
SEIRD_only_death,-0.4003,2.0000,2020-06-30,16.0000,ID,2020-06-14
SEIRD_only_death,-0.4003,11.0000,2020-06-30,16.0000,OK,2020-06-14
SEIRD_only_death,-0.4003,210.5000,2020-06-30,16.0000,AZ,2020-06-14
SEIRD_only_death,-0.4003,15.0000,2020-06-30,16.0000,IA,2020-06-14
SEIRD_only_death,-0.4003,10.0000,2020-06-30,16.0000,NV,2020-06-14
SEIRD_only_death,-0.4003,1.0000,2020-06-30,16.0000,HI,2020-06-14
SEIRD_only_death,-0.4003,47.0000,2020-06-30,16.0000,MD,2020-06-14
SEIRD_only_death,-0.4003,66.0000,2020-06-30,16.0000,NY,2020-06-14
SEIRD_only_death,-0.4003,31.0000,2020-06-30,16.0000,TN,2020-06-14
SEIRD_only_death,-0.4003,68.0000,2020-06-30,16.0000,LA,2020-06-14
SEIRD_only_death,-0.4003,51.5000,2020-06-30,16.0000,WA,2020-06-14
SEIRD_only_death,-0.4003,7.0000,2020-06-30,16.0000,NM,2020-06-14
SEIRD_only_death,-0.4003,16.0000,2020-06-30,16.0000,CO,2020-06-14
SEIRD_only_death,-0.4003,88.0000,2020-06-30,16.0000,AL,2020-06-14
SEIRD_only_death,-0.4960,209.5000,2020-07-01,17.0000,FL,2020-06-14
SEIRD_only_death,-0.4960,280.0000,2020-07-01,17.0000,TX,2020-06-14
SEIRD_only_death,-0.4960,41.0000,2020-07-01,17.0000,MN,2020-06-14
SEIRD_only_death,-0.4960,297.5000,2020-07-01,17.0000,NJ,2020-06-14
SEIRD_only_death,-0.4960,78.0000,2020-07-01,17.0000,RI,2020-06-14
SEIRD_only_death,-0.4960,0.0000,2020-07-01,17.0000,MT,2020-06-14
SEIRD_only_death,-0.4960,2.0000,2020-07-01,17.0000,WV,2020-06-14
SEIRD_only_death,-0.4960,48.0000,2020-07-01,17.0000,DE,2020-06-14
SEIRD_only_death,-0.4960,20.0000,2020-07-01,17.0000,NE,2020-06-14
SEIRD_only_death,-0.4960,45.5000,2020-07-01,17.0000,GA,2020-06-14
SEIRD_only_death,-0.4960,6.0000,2020-07-01,17.0000,SD,2020-06-14
SEIRD_only_death,-0.4960,67.0000,2020-07-01,17.0000,PA,2020-06-14
SEIRD_only_death,-0.4960,54.0000,2020-07-01,17.0000,WI,2020-06-14
SEIRD_only_death,-0.4960,120.0000,2020-07-01,17.0000,MS,2020-06-14
SEIRD_only_death,-0.4960,68.0000,2020-07-01,17.0000,CT,2020-06-14
SEIRD_only_death,-0.4960,2.0000,2020-07-01,17.0000,WY,2020-06-14
SEIRD_only_death,-0.4960,7.0000,2020-07-01,17.0000,UT,2020-06-14
SEIRD_only_death,-0.4960,187.5000,2020-07-01,17.0000,CA,2020-06-14
SEIRD_only_death,-0.4960,28.0000,2020-07-01,17.0000,MA,2020-06-14
SEIRD_only_death,-0.4960,1.0000,2020-07-01,17.0000,NH,2020-06-14
SEIRD_only_death,-0.4960,2.0000,2020-07-01,17.0000,OR,2020-06-14
SEIRD_only_death,-0.4960,97.0000,2020-07-01,17.0000,SC,2020-06-14
SEIRD_only_death,-0.4960,15.0000,2020-07-01,17.0000,KS,2020-06-14
SEIRD_only_death,-0.4960,48.0000,2020-07-01,17.0000,OH,2020-06-14
SEIRD_only_death,-0.4960,167.0000,2020-07-01,17.0000,VA,2020-06-14
SEIRD_only_death,-0.4960,62.0000,2020-07-01,17.0000,AR,2020-06-14
SEIRD_only_death,-0.4960,25.0000,2020-07-01,17.0000,KY,2020-06-14
SEIRD_only_death,-0.4960,3.0000,2020-07-01,17.0000,ME,2020-06-14
SEIRD_only_death,-0.4960,39.0000,2020-07-01,17.0000,MI,2020-06-14
SEIRD_only_death,-0.4960,2.0000,2020-07-01,17.0000,AK,2020-06-14
SEIRD_only_death,-0.4960,133.5000,2020-07-01,17.0000,IL,2020-06-14
SEIRD_only_death,-0.4960,45.0000,2020-07-01,17.0000,IN,2020-06-14
SEIRD_only_death,-0.4960,57.0000,2020-07-01,17.0000,MO,2020-06-14
SEIRD_only_death,-0.4960,150.0000,2020-07-01,17.0000,NC,2020-06-14
SEIRD_only_death,-0.4960,17.0000,2020-07-01,17.0000,DC,2020-06-14
SEIRD_only_death,-0.4960,0.0000,2020-07-01,17.0000,ND,2020-06-14
SEIRD_only_death,-0.4960,1.0000,2020-07-01,17.0000,VT,2020-06-14
SEIRD_only_death,-0.4960,2.0000,2020-07-01,17.0000,ID,2020-06-14
SEIRD_only_death,-0.4960,12.0000,2020-07-01,17.0000,OK,2020-06-14
SEIRD_only_death,-0.4960,280.5000,2020-07-01,17.0000,AZ,2020-06-14
SEIRD_only_death,-0.4960,15.0000,2020-07-01,17.0000,IA,2020-06-14
SEIRD_only_death,-0.4960,12.0000,2020-07-01,17.0000,NV,2020-06-14
SEIRD_only_death,-0.4960,1.0000,2020-07-01,17.0000,HI,2020-06-14
SEIRD_only_death,-0.4960,48.0000,2020-07-01,17.0000,MD,2020-06-14
SEIRD_only_death,-0.4960,55.0000,2020-07-01,17.0000,NY,2020-06-14
SEIRD_only_death,-0.4960,31.0000,2020-07-01,17.0000,TN,2020-06-14
SEIRD_only_death,-0.4960,78.0000,2020-07-01,17.0000,LA,2020-06-14
SEIRD_only_death,-0.4960,55.5000,2020-07-01,17.0000,WA,2020-06-14
SEIRD_only_death,-0.4960,7.0000,2020-07-01,17.0000,NM,2020-06-14
SEIRD_only_death,-0.4960,20.0000,2020-07-01,17.0000,CO,2020-06-14
SEIRD_only_death,-0.4960,107.0000,2020-07-01,17.0000,AL,2020-06-14
SEIRD_only_death,-0.5940,256.5000,2020-07-02,18.0000,FL,2020-06-14
SEIRD_only_death,-0.5940,308.0000,2020-07-02,18.0000,TX,2020-06-14
SEIRD_only_death,-0.5940,35.0000,2020-07-02,18.0000,MN,2020-06-14
SEIRD_only_death,-0.5940,322.0000,2020-07-02,18.0000,NJ,2020-06-14
SEIRD_only_death,-0.5940,80.0000,2020-07-02,18.0000,RI,2020-06-14
SEIRD_only_death,-0.5940,0.0000,2020-07-02,18.0000,MT,2020-06-14
SEIRD_only_death,-0.5940,2.0000,2020-07-02,18.0000,WV,2020-06-14
SEIRD_only_death,-0.5940,48.0000,2020-07-02,18.0000,DE,2020-06-14
SEIRD_only_death,-0.5940,24.0000,2020-07-02,18.0000,NE,2020-06-14
SEIRD_only_death,-0.5940,42.0000,2020-07-02,18.0000,GA,2020-06-14
SEIRD_only_death,-0.5940,9.0000,2020-07-02,18.0000,SD,2020-06-14
SEIRD_only_death,-0.5940,78.0000,2020-07-02,18.0000,PA,2020-06-14
SEIRD_only_death,-0.5940,60.0000,2020-07-02,18.0000,WI,2020-06-14
SEIRD_only_death,-0.5940,128.0000,2020-07-02,18.0000,MS,2020-06-14
SEIRD_only_death,-0.5940,74.0000,2020-07-02,18.0000,CT,2020-06-14
SEIRD_only_death,-0.5940,2.0000,2020-07-02,18.0000,WY,2020-06-14
SEIRD_only_death,-0.5940,9.0000,2020-07-02,18.0000,UT,2020-06-14
SEIRD_only_death,-0.5940,244.0000,2020-07-02,18.0000,CA,2020-06-14
SEIRD_only_death,-0.5940,3.0000,2020-07-02,18.0000,MA,2020-06-14
SEIRD_only_death,-0.5940,1.0000,2020-07-02,18.0000,NH,2020-06-14
SEIRD_only_death,-0.5940,1.0000,2020-07-02,18.0000,OR,2020-06-14
SEIRD_only_death,-0.5940,112.0000,2020-07-02,18.0000,SC,2020-06-14
SEIRD_only_death,-0.5940,17.0000,2020-07-02,18.0000,KS,2020-06-14
SEIRD_only_death,-0.5940,65.0000,2020-07-02,18.0000,OH,2020-06-14
SEIRD_only_death,-0.5940,195.0000,2020-07-02,18.0000,VA,2020-06-14
SEIRD_only_death,-0.5940,63.0000,2020-07-02,18.0000,AR,2020-06-14
SEIRD_only_death,-0.5940,32.0000,2020-07-02,18.0000,KY,2020-06-14
SEIRD_only_death,-0.5940,3.0000,2020-07-02,18.0000,ME,2020-06-14
SEIRD_only_death,-0.5940,47.0000,2020-07-02,18.0000,MI,2020-06-14
SEIRD_only_death,-0.5940,2.0000,2020-07-02,18.0000,AK,2020-06-14
SEIRD_only_death,-0.5940,129.0000,2020-07-02,18.0000,IL,2020-06-14
SEIRD_only_death,-0.5940,49.0000,2020-07-02,18.0000,IN,2020-06-14
SEIRD_only_death,-0.5940,63.5000,2020-07-02,18.0000,MO,2020-06-14
SEIRD_only_death,-0.5940,158.0000,2020-07-02,18.0000,NC,2020-06-14
SEIRD_only_death,-0.5940,19.0000,2020-07-02,18.0000,DC,2020-06-14
SEIRD_only_death,-0.5940,0.0000,2020-07-02,18.0000,ND,2020-06-14
SEIRD_only_death,-0.5940,1.0000,2020-07-02,18.0000,VT,2020-06-14
SEIRD_only_death,-0.5940,2.0000,2020-07-02,18.0000,ID,2020-06-14
SEIRD_only_death,-0.5940,17.0000,2020-07-02,18.0000,OK,2020-06-14
SEIRD_only_death,-0.5940,308.0000,2020-07-02,18.0000,AZ,2020-06-14
SEIRD_only_death,-0.5940,15.0000,2020-07-02,18.0000,IA,2020-06-14
SEIRD_only_death,-0.5940,24.0000,2020-07-02,18.0000,NV,2020-06-14
SEIRD_only_death,-0.5940,1.0000,2020-07-02,18.0000,HI,2020-06-14
SEIRD_only_death,-0.5940,54.5000,2020-07-02,18.0000,MD,2020-06-14
SEIRD_only_death,-0.5940,56.0000,2020-07-02,18.0000,NY,2020-06-14
SEIRD_only_death,-0.5940,38.0000,2020-07-02,18.0000,TN,2020-06-14
SEIRD_only_death,-0.5940,89.0000,2020-07-02,18.0000,LA,2020-06-14
SEIRD_only_death,-0.5940,65.0000,2020-07-02,18.0000,WA,2020-06-14
SEIRD_only_death,-0.5940,8.0000,2020-07-02,18.0000,NM,2020-06-14
SEIRD_only_death,-0.5940,22.0000,2020-07-02,18.0000,CO,2020-06-14
SEIRD_only_death,-0.5940,117.0000,2020-07-02,18.0000,AL,2020-06-14
SEIRD_only_death,-0.6884,307.5000,2020-07-03,19.0000,FL,2020-06-14
SEIRD_only_death,-0.6884,356.0000,2020-07-03,19.0000,TX,2020-06-14
SEIRD_only_death,-0.6884,33.0000,2020-07-03,19.0000,MN,2020-06-14
SEIRD_only_death,-0.6884,324.0000,2020-07-03,19.0000,NJ,2020-06-14
SEIRD_only_death,-0.6884,80.0000,2020-07-03,19.0000,RI,2020-06-14
SEIRD_only_death,-0.6884,0.0000,2020-07-03,19.0000,MT,2020-06-14
SEIRD_only_death,-0.6884,2.0000,2020-07-03,19.0000,WV,2020-06-14
SEIRD_only_death,-0.6884,48.0000,2020-07-03,19.0000,DE,2020-06-14
SEIRD_only_death,-0.6884,23.0000,2020-07-03,19.0000,NE,2020-06-14
SEIRD_only_death,-0.6884,53.5000,2020-07-03,19.0000,GA,2020-06-14
SEIRD_only_death,-0.6884,9.0000,2020-07-03,19.0000,SD,2020-06-14
SEIRD_only_death,-0.6884,98.0000,2020-07-03,19.0000,PA,2020-06-14
SEIRD_only_death,-0.6884,62.0000,2020-07-03,19.0000,WI,2020-06-14
SEIRD_only_death,-0.6884,137.0000,2020-07-03,19.0000,MS,2020-06-14
SEIRD_only_death,-0.6884,72.0000,2020-07-03,19.0000,CT,2020-06-14
SEIRD_only_death,-0.6884,2.0000,2020-07-03,19.0000,WY,2020-06-14
SEIRD_only_death,-0.6884,13.0000,2020-07-03,19.0000,UT,2020-06-14
SEIRD_only_death,-0.6884,251.0000,2020-07-03,19.0000,CA,2020-06-14
SEIRD_only_death,-0.6884,2.0000,2020-07-03,19.0000,MA,2020-06-14
SEIRD_only_death,-0.6884,0.0000,2020-07-03,19.0000,NH,2020-06-14
SEIRD_only_death,-0.6884,1.0000,2020-07-03,19.0000,OR,2020-06-14
SEIRD_only_death,-0.6884,120.0000,2020-07-03,19.0000,SC,2020-06-14
SEIRD_only_death,-0.6884,18.0000,2020-07-03,19.0000,KS,2020-06-14
SEIRD_only_death,-0.6884,55.0000,2020-07-03,19.0000,OH,2020-06-14
SEIRD_only_death,-0.6884,222.0000,2020-07-03,19.0000,VA,2020-06-14
SEIRD_only_death,-0.6884,63.5000,2020-07-03,19.0000,AR,2020-06-14
SEIRD_only_death,-0.6884,34.0000,2020-07-03,19.0000,KY,2020-06-14
SEIRD_only_death,-0.6884,3.0000,2020-07-03,19.0000,ME,2020-06-14
SEIRD_only_death,-0.6884,45.0000,2020-07-03,19.0000,MI,2020-06-14
SEIRD_only_death,-0.6884,1.0000,2020-07-03,19.0000,AK,2020-06-14
SEIRD_only_death,-0.6884,141.0000,2020-07-03,19.0000,IL,2020-06-14
SEIRD_only_death,-0.6884,61.0000,2020-07-03,19.0000,IN,2020-06-14
SEIRD_only_death,-0.6884,63.0000,2020-07-03,19.0000,MO,2020-06-14
SEIRD_only_death,-0.6884,164.0000,2020-07-03,19.0000,NC,2020-06-14
SEIRD_only_death,-0.6884,21.0000,2020-07-03,19.0000,DC,2020-06-14
SEIRD_only_death,-0.6884,0.0000,2020-07-03,19.0000,ND,2020-06-14
SEIRD_only_death,-0.6884,1.0000,2020-07-03,19.0000,VT,2020-06-14
SEIRD_only_death,-0.6884,3.0000,2020-07-03,19.0000,ID,2020-06-14
SEIRD_only_death,-0.6884,20.0000,2020-07-03,19.0000,OK,2020-06-14
SEIRD_only_death,-0.6884,332.0000,2020-07-03,19.0000,AZ,2020-06-14
SEIRD_only_death,-0.6884,16.0000,2020-07-03,19.0000,IA,2020-06-14
SEIRD_only_death,-0.6884,25.5000,2020-07-03,19.0000,NV,2020-06-14
SEIRD_only_death,-0.6884,2.0000,2020-07-03,19.0000,HI,2020-06-14
SEIRD_only_death,-0.6884,58.0000,2020-07-03,19.0000,MD,2020-06-14
SEIRD_only_death,-0.6884,109.5000,2020-07-03,19.0000,NY,2020-06-14
SEIRD_only_death,-0.6884,47.0000,2020-07-03,19.0000,TN,2020-06-14
SEIRD_only_death,-0.6884,105.0000,2020-07-03,19.0000,LA,2020-06-14
SEIRD_only_death,-0.6884,65.5000,2020-07-03,19.0000,WA,2020-06-14
SEIRD_only_death,-0.6884,3.0000,2020-07-03,19.0000,NM,2020-06-14
SEIRD_only_death,-0.6884,19.0000,2020-07-03,19.0000,CO,2020-06-14
SEIRD_only_death,-0.6884,135.0000,2020-07-03,19.0000,AL,2020-06-14
SEIRD_only_death,-0.7043,304.5000,2020-07-04,20.0000,FL,2020-06-14
SEIRD_only_death,-0.7043,368.0000,2020-07-04,20.0000,TX,2020-06-14
SEIRD_only_death,-0.7043,40.0000,2020-07-04,20.0000,MN,2020-06-14
SEIRD_only_death,-0.7043,350.0000,2020-07-04,20.0000,NJ,2020-06-14
SEIRD_only_death,-0.7043,79.0000,2020-07-04,20.0000,RI,2020-06-14
SEIRD_only_death,-0.7043,0.0000,2020-07-04,20.0000,MT,2020-06-14
SEIRD_only_death,-0.7043,2.0000,2020-07-04,20.0000,WV,2020-06-14
SEIRD_only_death,-0.7043,47.0000,2020-07-04,20.0000,DE,2020-06-14
SEIRD_only_death,-0.7043,22.0000,2020-07-04,20.0000,NE,2020-06-14
SEIRD_only_death,-0.7043,77.0000,2020-07-04,20.0000,GA,2020-06-14
SEIRD_only_death,-0.7043,8.0000,2020-07-04,20.0000,SD,2020-06-14
SEIRD_only_death,-0.7043,87.0000,2020-07-04,20.0000,PA,2020-06-14
SEIRD_only_death,-0.7043,62.0000,2020-07-04,20.0000,WI,2020-06-14
SEIRD_only_death,-0.7043,139.0000,2020-07-04,20.0000,MS,2020-06-14
SEIRD_only_death,-0.7043,79.0000,2020-07-04,20.0000,CT,2020-06-14
SEIRD_only_death,-0.7043,2.0000,2020-07-04,20.0000,WY,2020-06-14
SEIRD_only_death,-0.7043,12.0000,2020-07-04,20.0000,UT,2020-06-14
SEIRD_only_death,-0.7043,235.0000,2020-07-04,20.0000,CA,2020-06-14
SEIRD_only_death,-0.7043,5.0000,2020-07-04,20.0000,MA,2020-06-14
SEIRD_only_death,-0.7043,0.0000,2020-07-04,20.0000,NH,2020-06-14
SEIRD_only_death,-0.7043,2.0000,2020-07-04,20.0000,OR,2020-06-14
SEIRD_only_death,-0.7043,138.0000,2020-07-04,20.0000,SC,2020-06-14
SEIRD_only_death,-0.7043,19.0000,2020-07-04,20.0000,KS,2020-06-14
SEIRD_only_death,-0.7043,48.0000,2020-07-04,20.0000,OH,2020-06-14
SEIRD_only_death,-0.7043,224.5000,2020-07-04,20.0000,VA,2020-06-14
SEIRD_only_death,-0.7043,67.0000,2020-07-04,20.0000,AR,2020-06-14
SEIRD_only_death,-0.7043,33.0000,2020-07-04,20.0000,KY,2020-06-14
SEIRD_only_death,-0.7043,4.0000,2020-07-04,20.0000,ME,2020-06-14
SEIRD_only_death,-0.7043,44.0000,2020-07-04,20.0000,MI,2020-06-14
SEIRD_only_death,-0.7043,0.0000,2020-07-04,20.0000,AK,2020-06-14
SEIRD_only_death,-0.7043,158.0000,2020-07-04,20.0000,IL,2020-06-14
SEIRD_only_death,-0.7043,60.0000,2020-07-04,20.0000,IN,2020-06-14
SEIRD_only_death,-0.7043,61.0000,2020-07-04,20.0000,MO,2020-06-14
SEIRD_only_death,-0.7043,164.0000,2020-07-04,20.0000,NC,2020-06-14
SEIRD_only_death,-0.7043,22.0000,2020-07-04,20.0000,DC,2020-06-14
SEIRD_only_death,-0.7043,0.0000,2020-07-04,20.0000,ND,2020-06-14
SEIRD_only_death,-0.7043,1.0000,2020-07-04,20.0000,VT,2020-06-14
SEIRD_only_death,-0.7043,3.0000,2020-07-04,20.0000,ID,2020-06-14
SEIRD_only_death,-0.7043,19.0000,2020-07-04,20.0000,OK,2020-06-14
SEIRD_only_death,-0.7043,339.0000,2020-07-04,20.0000,AZ,2020-06-14
SEIRD_only_death,-0.7043,14.0000,2020-07-04,20.0000,IA,2020-06-14
SEIRD_only_death,-0.7043,25.0000,2020-07-04,20.0000,NV,2020-06-14
SEIRD_only_death,-0.7043,2.0000,2020-07-04,20.0000,HI,2020-06-14
SEIRD_only_death,-0.7043,59.0000,2020-07-04,20.0000,MD,2020-06-14
SEIRD_only_death,-0.7043,113.0000,2020-07-04,20.0000,NY,2020-06-14
SEIRD_only_death,-0.7043,47.0000,2020-07-04,20.0000,TN,2020-06-14
SEIRD_only_death,-0.7043,99.0000,2020-07-04,20.0000,LA,2020-06-14
SEIRD_only_death,-0.7043,75.5000,2020-07-04,20.0000,WA,2020-06-14
SEIRD_only_death,-0.7043,4.0000,2020-07-04,20.0000,NM,2020-06-14
SEIRD_only_death,-0.7043,17.0000,2020-07-04,20.0000,CO,2020-06-14
SEIRD_only_death,-0.7043,133.5000,2020-07-04,20.0000,AL,2020-06-14
