
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      1.03      1.81      0.54      0.00      2.18    968.72      1.00
                    E0     11.11     17.08      5.84      0.00     25.96    309.80      1.03
                    H0      1.04      1.06      0.70      0.00      2.43   1434.31      1.00
                    I0      6.59     15.17      2.63      0.01     15.54    188.49      1.04
                 beta0      1.26      0.63      1.15      0.42      2.22      8.03      1.58
  confirmed_dispersion      0.79      0.09      0.79      0.64      0.95   1853.94      1.00
      death_dispersion      0.43      0.07      0.43      0.31      0.54   1856.76      1.00
            death_prob      0.01      0.00      0.01      0.00      0.01     37.78      1.00
            death_rate      0.06      0.01      0.06      0.04      0.07    870.86      1.00
           det_prob[0]      0.24      0.07      0.23      0.13      0.35    226.49      1.00
           det_prob[1]      0.23      0.07      0.22      0.12      0.34    221.65      1.00
           det_prob[2]      0.21      0.08      0.20      0.09      0.33    187.56      1.00
           det_prob[3]      0.20      0.08      0.19      0.08      0.32    160.51      1.00
           det_prob[4]      0.19      0.08      0.18      0.08      0.31    143.38      1.00
           det_prob[5]      0.19      0.08      0.18      0.07      0.31    149.93      1.00
           det_prob[6]      0.18      0.08      0.17      0.06      0.29    143.35      1.00
           det_prob[7]      0.17      0.08      0.16      0.05      0.29    124.97      1.00
           det_prob[8]      0.17      0.08      0.16      0.04      0.28    122.20      1.00
           det_prob[9]      0.17      0.08      0.15      0.04      0.27    112.29      1.00
          det_prob[10]      0.17      0.08      0.15      0.04      0.28    107.10      1.00
          det_prob[11]      0.16      0.08      0.14      0.04      0.28    107.57      1.00
          det_prob[12]      0.16      0.09      0.14      0.04      0.28    103.17      1.00
          det_prob[13]      0.16      0.09      0.14      0.04      0.27     95.19      1.00
          det_prob[14]      0.16      0.09      0.14      0.04      0.28     92.41      1.01
          det_prob[15]      0.16      0.09      0.14      0.04      0.28     90.29      1.01
          det_prob[16]      0.16      0.09      0.14      0.04      0.28     82.45      1.01
          det_prob[17]      0.16      0.09      0.14      0.04      0.27     82.20      1.00
          det_prob[18]      0.16      0.09      0.14      0.04      0.28     77.97      1.01
          det_prob[19]      0.16      0.09      0.15      0.03      0.27     79.12      1.01
          det_prob[20]      0.17      0.09      0.15      0.03      0.28     77.48      1.01
          det_prob[21]      0.18      0.10      0.16      0.04      0.31     71.52      1.01
          det_prob[22]      0.18      0.10      0.16      0.04      0.32     69.31      1.01
          det_prob[23]      0.19      0.10      0.17      0.04      0.32     68.40      1.01
          det_prob[24]      0.20      0.10      0.18      0.05      0.33     64.23      1.01
          det_prob[25]      0.20      0.11      0.18      0.05      0.34     58.93      1.01
          det_prob[26]      0.21      0.11      0.20      0.07      0.36     57.33      1.02
          det_prob[27]      0.22      0.11      0.20      0.05      0.36     57.44      1.02
          det_prob[28]      0.23      0.12      0.21      0.05      0.37     53.78      1.02
          det_prob[29]      0.23      0.12      0.21      0.05      0.38     52.13      1.02
          det_prob[30]      0.24      0.12      0.21      0.06      0.40     52.44      1.02
          det_prob[31]      0.24      0.13      0.22      0.05      0.40     50.97      1.02
          det_prob[32]      0.24      0.13      0.22      0.05      0.41     49.58      1.03
          det_prob[33]      0.25      0.14      0.22      0.06      0.43     47.33      1.03
          det_prob[34]      0.25      0.14      0.22      0.04      0.43     49.11      1.02
          det_prob[35]      0.26      0.14      0.22      0.05      0.45     50.34      1.02
          det_prob[36]      0.27      0.15      0.24      0.05      0.48     49.17      1.02
          det_prob[37]      0.28      0.15      0.24      0.06      0.48     49.11      1.02
          det_prob[38]      0.28      0.15      0.25      0.06      0.49     48.17      1.03
          det_prob[39]      0.29      0.16      0.26      0.05      0.49     46.69      1.03
          det_prob[40]      0.30      0.16      0.28      0.06      0.51     46.76      1.03
          det_prob[41]      0.32      0.16      0.29      0.05      0.52     45.63      1.03
          det_prob[42]      0.33      0.16      0.30      0.07      0.54     45.16      1.03
          det_prob[43]      0.34      0.17      0.31      0.08      0.56     45.69      1.03
          det_prob[44]      0.35      0.17      0.33      0.10      0.60     45.56      1.03
          det_prob[45]      0.37      0.17      0.35      0.10      0.61     46.65      1.02
          det_prob[46]      0.38      0.17      0.35      0.09      0.63     45.17      1.02
          det_prob[47]      0.40      0.18      0.38      0.09      0.64     46.57      1.02
          det_prob[48]      0.41      0.18      0.39      0.10      0.66     46.15      1.02
          det_prob[49]      0.42      0.18      0.41      0.12      0.69     47.37      1.02
          det_prob[50]      0.43      0.18      0.41      0.14      0.71     47.55      1.02
          det_prob[51]      0.45      0.19      0.43      0.16      0.73     49.57      1.01
          det_prob[52]      0.46      0.19      0.44      0.13      0.72     48.36      1.01
          det_prob[53]      0.47      0.19      0.46      0.14      0.74     47.60      1.01
          det_prob[54]      0.48      0.19      0.48      0.17      0.76     47.49      1.01
          det_prob[55]      0.50      0.19      0.49      0.19      0.79     48.36      1.01
          det_prob[56]      0.51      0.19      0.51      0.19      0.79     49.06      1.00
          det_prob[57]      0.52      0.19      0.53      0.19      0.79     49.27      1.00
          det_prob[58]      0.54      0.19      0.55      0.23      0.84     48.66      1.01
          det_prob[59]      0.55      0.19      0.56      0.25      0.86     48.81      1.00
          det_prob[60]      0.56      0.19      0.57      0.23      0.84     49.65      1.00
          det_prob[61]      0.57      0.19      0.59      0.25      0.86     50.25      1.00
          det_prob[62]      0.58      0.19      0.60      0.25      0.87     50.82      1.00
          det_prob[63]      0.59      0.19      0.60      0.28      0.90     50.41      1.00
          det_prob[64]      0.60      0.19      0.62      0.28      0.90     50.13      1.00
          det_prob[65]      0.61      0.19      0.62      0.30      0.92     51.60      1.00
          det_prob[66]      0.62      0.19      0.64      0.32      0.93     51.00      1.00
          det_prob[67]      0.63      0.19      0.65      0.33      0.93     51.05      1.00
          det_prob[68]      0.64      0.18      0.67      0.38      0.98     51.48      1.00
          det_prob[69]      0.65      0.18      0.68      0.37      0.96     53.14      1.00
          det_prob[70]      0.66      0.18      0.69      0.41      0.98     52.48      1.00
          det_prob[71]      0.67      0.18      0.70      0.42      0.98     49.37      1.00
          det_prob[72]      0.68      0.17      0.71      0.43      0.98     49.22      1.00
          det_prob[73]      0.69      0.17      0.72      0.44      0.98     48.66      1.00
          det_prob[74]      0.70      0.17      0.73      0.43      0.97     46.60      1.00
          det_prob[75]      0.70      0.17      0.74      0.46      0.99     47.83      1.00
          det_prob[76]      0.71      0.17      0.75      0.47      0.99     48.09      1.00
          det_prob[77]      0.72      0.17      0.75      0.48      0.99     47.69      1.00
          det_prob[78]      0.73      0.17      0.76      0.48      0.99     47.18      1.00
          det_prob[79]      0.73      0.17      0.77      0.49      0.99     46.63      1.00
