
                            mean       std    median      5.0%     95.0%     n_eff     r_hat
                    D0      1.59      3.39      0.72      0.00      3.41    895.94      1.00
                    E0     11.94     13.17      8.12      0.00     27.10    127.69      1.04
                    H0      4.80      3.17      4.13      0.56      9.13    854.07      1.00
                    I0      6.67      9.16      3.61      0.00     16.39    102.35      1.07
                 beta0      0.84      0.48      0.75      0.20      1.46      6.20      1.65
  confirmed_dispersion      0.23      0.05      0.22      0.15      0.30   1222.35      1.00
      death_dispersion      0.64      0.10      0.64      0.48      0.81   1472.36      1.00
            death_prob      0.01      0.00      0.01      0.01      0.02     29.64      1.00
            death_rate      0.03      0.01      0.03      0.01      0.04    183.13      1.02
           det_prob[0]      0.28      0.08      0.28      0.16      0.41    184.92      1.00
           det_prob[1]      0.28      0.09      0.28      0.14      0.41    170.89      1.01
           det_prob[2]      0.28      0.09      0.27      0.14      0.43    153.08      1.01
           det_prob[3]      0.28      0.10      0.27      0.14      0.44    139.31      1.01
           det_prob[4]      0.29      0.11      0.27      0.12      0.45    128.92      1.01
           det_prob[5]      0.29      0.11      0.28      0.12      0.46    117.93      1.01
           det_prob[6]      0.30      0.11      0.28      0.10      0.46    106.42      1.01
           det_prob[7]      0.30      0.12      0.28      0.11      0.48    103.47      1.02
           det_prob[8]      0.29      0.12      0.28      0.10      0.48    102.62      1.02
           det_prob[9]      0.29      0.13      0.27      0.09      0.48     95.87      1.02
          det_prob[10]      0.29      0.13      0.27      0.10      0.49     90.81      1.02
          det_prob[11]      0.30      0.13      0.27      0.10      0.49     85.06      1.03
          det_prob[12]      0.30      0.14      0.27      0.09      0.51     81.88      1.02
          det_prob[13]      0.30      0.14      0.27      0.08      0.51     79.77      1.02
          det_prob[14]      0.30      0.15      0.28      0.08      0.52     76.45      1.03
          det_prob[15]      0.31      0.15      0.28      0.09      0.53     74.00      1.03
          det_prob[16]      0.32      0.15      0.28      0.09      0.54     70.96      1.03
          det_prob[17]      0.33      0.16      0.30      0.10      0.58     70.24      1.03
          det_prob[18]      0.34      0.16      0.31      0.09      0.58     69.82      1.03
          det_prob[19]      0.34      0.16      0.32      0.10      0.60     68.12      1.03
          det_prob[20]      0.35      0.17      0.32      0.11      0.62     68.03      1.03
          det_prob[21]      0.36      0.17      0.33      0.09      0.62     70.40      1.03
          det_prob[22]      0.37      0.17      0.34      0.11      0.65     68.03      1.03
          det_prob[23]      0.37      0.17      0.35      0.09      0.63     67.83      1.03
          det_prob[24]      0.38      0.17      0.36      0.09      0.64     67.60      1.03
          det_prob[25]      0.38      0.17      0.36      0.08      0.65     65.93      1.03
          det_prob[26]      0.39      0.18      0.37      0.07      0.64     63.69      1.03
          det_prob[27]      0.40      0.18      0.38      0.11      0.69     64.55      1.03
          det_prob[28]      0.41      0.18      0.38      0.12      0.71     62.15      1.03
          det_prob[29]      0.41      0.18      0.39      0.08      0.66     61.22      1.03
          det_prob[30]      0.42      0.18      0.40      0.10      0.69     61.73      1.03
          det_prob[31]      0.43      0.18      0.41      0.11      0.70     59.58      1.03
          det_prob[32]      0.44      0.18      0.42      0.12      0.71     59.32      1.03
          det_prob[33]      0.45      0.18      0.44      0.18      0.77     58.08      1.03
          det_prob[34]      0.47      0.18      0.45      0.18      0.77     57.95      1.02
          det_prob[35]      0.48      0.18      0.46      0.18      0.78     58.09      1.02
          det_prob[36]      0.49      0.18      0.48      0.16      0.77     57.51      1.02
          det_prob[37]      0.50      0.18      0.49      0.17      0.77     57.03      1.02
          det_prob[38]      0.51      0.18      0.50      0.20      0.80     55.18      1.02
          det_prob[39]      0.51      0.18      0.50      0.17      0.78     55.23      1.02
          det_prob[40]      0.52      0.18      0.51      0.24      0.85     53.24      1.02
          det_prob[41]      0.52      0.18      0.51      0.25      0.86     52.74      1.02
          det_prob[42]      0.51      0.18      0.51      0.20      0.81     50.59      1.02
          det_prob[43]      0.50      0.18      0.50      0.18      0.79     49.48      1.02
          det_prob[44]      0.50      0.19      0.49      0.20      0.82     48.35      1.02
          det_prob[45]      0.49      0.19      0.47      0.18      0.82     47.57      1.02
          det_prob[46]      0.48      0.19      0.46      0.17      0.81     46.74      1.02
          det_prob[47]      0.47      0.20      0.46      0.16      0.81     45.45      1.02
          det_prob[48]      0.47      0.19      0.46      0.18      0.82     45.18      1.01
          det_prob[49]      0.47      0.20      0.45      0.15      0.79     44.62      1.01
          det_prob[50]      0.47      0.20      0.45      0.12      0.77     45.40      1.01
          det_prob[51]      0.47      0.20      0.45      0.12      0.77     44.43      1.01
          det_prob[52]      0.46      0.20      0.44      0.12      0.77     43.66      1.01
          det_prob[53]      0.46      0.20      0.44      0.14      0.80     42.70      1.01
          det_prob[54]      0.47      0.20      0.45      0.16      0.81     42.42      1.01
          det_prob[55]      0.47      0.21      0.46      0.15      0.80     42.83      1.01
          det_prob[56]      0.48      0.20      0.46      0.14      0.80     42.11      1.00
          det_prob[57]      0.48      0.20      0.47      0.17      0.82     42.00      1.00
          det_prob[58]      0.49      0.20      0.48      0.17      0.83     41.86      1.00
          det_prob[59]      0.50      0.20      0.49      0.17      0.82     42.29      1.00
          det_prob[60]      0.51      0.20      0.50      0.17      0.82     41.73      1.00
          det_prob[61]      0.53      0.20      0.52      0.23      0.89     42.27      1.00
          det_prob[62]      0.55      0.19      0.55      0.22      0.86     41.08      1.00
          det_prob[63]      0.57      0.19      0.58      0.25      0.86     40.67      1.00
          det_prob[64]      0.60      0.18      0.60      0.27      0.87     39.94      1.00
          det_prob[65]      0.61      0.18      0.61      0.29      0.89     38.90      1.00
          det_prob[66]      0.60      0.18      0.61      0.35      0.96     37.99      1.00
          det_prob[67]      0.60      0.19      0.62      0.31      0.92     39.49      1.00
          det_prob[68]      0.60      0.19      0.61      0.33      0.95     40.13      1.00
          det_prob[69]      0.60      0.19      0.62      0.30      0.92     39.07      1.00
          det_prob[70]      0.60      0.19      0.62      0.30      0.92     38.80      1.00
          det_prob[71]      0.60      0.19      0.62      0.34      0.96     39.35      1.00
          det_prob[72]      0.61      0.19      0.62      0.29      0.91     39.40      1.00
          det_prob[73]      0.61      0.19      0.63      0.30      0.93     37.46      1.00
          det_prob[74]      0.61      0.20      0.63      0.30      0.93     36.66      1.00
          det_prob[75]      0.62      0.19      0.64      0.31      0.94     36.31      1.00
          det_prob[76]      0.63      0.19      0.65      0.32      0.94     35.49      1.00
          det_prob[77]      0.63      0.19      0.66      0.36      0.96     35.14      1.00
          det_prob[78]      0.65      0.19      0.67      0.35      0.94     35.60      1.00
          det_prob[79]      0.65      0.19      0.67      0.36      0.94     35.94      1.01
          det_prob[80]      0.65      0.19      0.68      0.35      0.95     34.98      1.01
          det_prob[81]      0.65      0.19      0.68      0.35      0.95     34.25      1.01
          det_prob[82]      0.65      0.19      0.68      0.35      0.96     34.50      1.01
          det_prob[83]      0.66      0.19      0.68      0.36      0.97     34.60      1.01
          det_prob[84]      0.66      0.20      0.69      0.36      0.96     33.82      1.01
          det_prob[85]      0.66      0.20      0.69      0.35      0.97     34.10      1.01
          det_prob[86]      0.66      0.20      0.70      0.35      0.96     33.17      1.01
          det_prob[87]      0.66      0.20      0.70      0.35      0.97     33.00      1.01
          det_prob[88]      0.67      0.20      0.69      0.36      0.97     31.54      1.01
          det_prob[89]      0.67      0.20      0.70      0.36      0.96     30.47      1.02
          det_prob[90]      0.67      0.20      0.70      0.37      0.96     30.04      1.02
          det_prob[91]      0.68      0.20      0.71      0.36      0.96     28.86      1.02
          det_prob[92]      0.68      0.20      0.71      0.37      0.97     29.18      1.02
          det_prob[93]      0.68      0.20      0.71      0.36      0.96     28.66      1.02
          det_prob[94]      0.68      0.20      0.72      0.38      0.98     28.06      1.02
          det_prob[95]      0.68      0.20      0.72      0.36      0.97     28.79      1.02
          det_prob[96]      0.69      0.21      0.74      0.36      0.97     27.68      1.02
          det_prob[97]      0.69      0.21      0.73      0.36      0.97     27.10      1.02
          det_prob[98]      0.69      0.21      0.74      0.37      0.97     27.29      1.02
          det_prob[99]      0.69      0.21      0.75      0.37      0.97     27.19      1.03
         det_prob[100]      0.70      0.21      0.75      0.39      0.99     26.67      1.03
         det_prob[101]      0.70      0.21      0.75      0.37      0.99     26.54      1.03
         det_prob[102]      0.70      0.21      0.75      0.33      0.97     26.37      1.03
         det_prob[103]      0.70      0.22      0.76      0.35      0.98     25.33      1.03
         det_prob[104]      0.70      0.22      0.77      0.35      0.98     25.32      1.03
         det_prob[105]      0.70      0.22      0.77      0.35      0.99     25.03      1.03
         det_prob[106]      0.70      0.22      0.77      0.35      0.99     24.62      1.03
         det_prob[107]      0.70      0.22      0.76      0.35      0.99     24.29      1.03
         det_prob[108]      0.70      0.23      0.76      0.34      0.99     24.04      1.03
         det_prob[109]      0.70      0.23      0.77      0.34      0.99     23.77      1.03
         det_prob[110]      0.70      0.23      0.77      0.33      0.99     23.44      1.03
         det_prob[111]      0.71      0.23      0.77      0.34      0.99     23.41      1.03
         det_prob[112]      0.71      0.23      0.78      0.35      0.99     23.11      1.03
         det_prob[113]      0.71      0.23      0.79      0.33      0.99     22.78      1.03
         det_prob[114]      0.72      0.23      0.79      0.35      0.99     22.68      1.03
         det_prob[115]      0.72      0.23      0.80      0.34      0.98     22.57      1.03
         det_prob[116]      0.72      0.23      0.79      0.33      0.99     22.18      1.03
         det_prob[117]      0.72      0.24      0.80      0.33      0.99     22.17      1.03
         det_prob[118]      0.72      0.24      0.81      0.34      0.99     22.46      1.03
         det_prob[119]      0.73      0.23      0.81      0.36      0.99     22.52      1.03
         det_prob[120]      0.73      0.23      0.81      0.36      1.00     22.47      1.03
         det_prob[121]      0.73      0.23      0.82      0.34      0.99     22.69      1.02
         det_prob[122]      0.73      0.23      0.82      0.35      1.00     22.49      1.03
         det_prob[123]      0.74      0.23      0.82      0.35      1.00     22.69      1.03
         det_prob[124]      0.74      0.23      0.83      0.35      1.00     22.73      1.02
         det_prob[125]      0.75      0.23      0.83      0.36      1.00     22.63      1.02
         det_prob[126]      0.75      0.23      0.84      0.36      1.00     22.33      1.02
         det_prob[127]      0.75      0.23      0.84      0.35      1.00     22.21      1.02
         det_prob[128]      0.75      0.23      0.85      0.36      1.00     22.39      1.02
         det_prob[129]      0.75      0.23      0.85      0.36      1.00     22.71      1.02
         det_prob[130]      0.75      0.23      0.86      0.37      1.00     22.74      1.02
         det_prob[131]      0.76      0.23      0.86      0.37      1.00     22.86      1.02
         det_prob[132]      0.76      0.23      0.87      0.39      1.00     23.11      1.02
         det_prob[133]      0.77      0.23      0.87      0.39      1.00     23.52      1.02
         det_prob[134]      0.77      0.22      0.87      0.39      1.00     23.54      1.02
         det_prob[135]      0.78      0.22      0.88      0.41      1.00     23.54      1.02
         det_prob[136]      0.78      0.22      0.88      0.41      1.00     23.94      1.02
         det_prob[137]      0.78      0.22      0.88      0.42      1.00     24.11      1.01
         det_prob[138]      0.79      0.22      0.88      0.43      1.00     23.93      1.01
         det_prob[139]      0.79      0.21      0.89      0.44      1.00     24.02      1.01
         det_prob[140]      0.80      0.21      0.89      0.47      1.00     24.10      1.01
         det_prob[141]      0.81      0.20      0.90      0.47      1.00     24.36      1.01
         det_prob[142]      0.81      0.20      0.90      0.48      1.00     24.63      1.01
         det_prob[143]      0.82      0.20      0.91      0.49      1.00     24.70      1.01
         det_prob[144]      0.82      0.19      0.91      0.50      1.00     24.73      1.01
         det_prob[145]      0.82      0.19      0.91      0.50      1.00     25.04      1.01
         det_prob[146]      0.83      0.19      0.91      0.53      1.00     25.56      1.01
         det_prob[147]      0.83      0.18      0.92      0.53      1.00     25.91      1.01
         det_prob[148]      0.84      0.18      0.92      0.56      1.00     26.15      1.01
         det_prob[149]      0.84      0.18      0.92      0.56      1.00     26.35      1.01
         det_prob[150]      0.84      0.18      0.93      0.57      1.00     26.72      1.01
         det_prob[151]      0.85      0.17      0.93      0.57      1.00     27.05      1.01
         det_prob[152]      0.85      0.17      0.93      0.58      1.00     27.14      1.01
         det_prob[153]      0.85      0.17      0.93      0.60      1.00     27.81      1.01
         det_prob[154]      0.86      0.16      0.93      0.60      1.00     28.34      1.01
         det_prob[155]      0.86      0.16      0.93      0.61      1.00     28.30      1.01
         det_prob[156]      0.86      0.16      0.93      0.62      1.00     28.99      1.01
         det_prob[157]      0.87      0.16      0.93      0.63      1.00     29.18      1.01
         det_prob[158]      0.87      0.15      0.93      0.63      1.00     29.08      1.01
         det_prob[159]      0.87      0.15      0.94      0.64      1.00     28.84      1.01
         det_prob[160]      0.87      0.15      0.94      0.64      1.00     28.83      1.01
         det_prob[161]      0.87      0.15      0.94      0.64      1.00     29.51      1.01
         det_prob[162]      0.88      0.14      0.94      0.66      1.00     29.68      1.01
         det_prob[163]      0.88      0.14      0.94      0.65      1.00     30.00      1.01
         det_prob[164]      0.88      0.14      0.94      0.66      1.00     30.56      1.01
         det_prob[165]      0.88      0.14      0.94      0.66      1.00     30.61      1.01
         det_prob[166]      0.88      0.14      0.94      0.65      1.00     31.12      1.01
         det_prob[167]      0.88      0.14      0.94      0.67      1.00     31.47      1.01
         det_prob[168]      0.88      0.14      0.94      0.66      1.00     31.04      1.01
         det_prob[169]      0.89      0.14      0.94      0.67      1.00     31.71      1.01
         det_prob[170]      0.89      0.14      0.94      0.66      1.00     32.26      1.01
         det_prob[171]      0.89      0.13      0.95      0.67      1.00     32.81      1.01
         det_prob[172]      0.89      0.13      0.95      0.68      1.00     33.35      1.01
         det_prob[173]      0.89      0.13      0.95      0.69      1.00     33.75      1.01
         det_prob[174]      0.89      0.13      0.95      0.69      1.00     34.44      1.01
         det_prob[175]      0.90      0.12      0.95      0.71      1.00     35.20      1.01
         det_prob[176]      0.90      0.12      0.95      0.72      1.00     36.43      1.01
         det_prob[177]      0.90      0.12      0.95      0.72      1.00     36.83      1.01
         det_prob[178]      0.90      0.12      0.95      0.72      1.00     38.51      1.01
         det_prob[179]      0.90      0.13      0.95      0.71      1.00     39.88      1.01
         det_prob[180]      0.89      0.13      0.95      0.70      1.00     40.68      1.01
         det_prob[181]      0.89      0.13      0.95      0.70      1.00     40.94      1.01
         det_prob[182]      0.89      0.14      0.95      0.69      1.00     40.87      1.01
         det_prob[183]      0.89      0.14      0.95      0.68      1.00     42.25      1.01
         det_prob[184]      0.89      0.14      0.95      0.68      1.00     43.48      1.01
         det_prob[185]      0.89      0.14      0.95      0.69      1.00     44.41      1.01
             det_prob0      0.28      0.07      0.28      0.18      0.39    306.10      1.00
            det_prob_d      0.90      0.03      0.90      0.85      0.94   1899.42      1.00
                 gamma      0.49      0.05      0.48      0.40      0.57   1644.21      1.00
                 rw[0]     -0.12      1.02     -0.11     -1.85      1.48    116.66      1.07
                 rw[1]     -0.20      1.44     -0.20     -2.63      2.15     31.15      1.14
                 rw[2]     -0.23      1.79     -0.14     -3.23      2.57     20.76      1.18
                 rw[3]     -0.14      2.05     -0.12     -3.55      3.08     13.93      1.24
                 rw[4]     -0.07      2.26      0.01     -3.46      3.58     11.74      1.28
                 rw[5]     -0.05      2.42     -0.09     -3.89      4.02     10.90      1.31
                 rw[6]     -0.06      2.55     -0.11     -4.01      4.30      9.77      1.34
                 rw[7]     -0.01      2.71     -0.03     -4.33      4.51      8.91      1.39
                 rw[8]      0.09      2.83     -0.01     -4.39      4.79      8.51      1.42
